LIFNR,BANKS,BANKL,BANKN,BKONT,KOINH,IBAN
0000000112,JP,86782570,293915405533,01,Bharat Forge Heavy Metallurgy,JP816506217798485759
0000000113,DE,39839011,130353676142,01,Sandvik Coromant Cutting Tools,DE36110901235021682972
0000000114,DE,71256504,300022265140,01,Sandvik Coromant Carbide Inserts,DE50346432361796875360
0000000115,IN,26547027,862974543218,01,Renold Industrial Transmission,IN041186998791550799
0000000116,IN,52327687,702626058038,01,Renold Power Transmission Gears,IN603455519739393426
0000000117,IN,62731525,647528613131,01,Thyssenkrupp Materials Services Gmb,IN588264073040883183
0000000118,IN,97898473,918556195137,01,Blue Dart Express Industrial Cargo ,IN627505855644793318
0000000119,IN,46078140,574004286029,01,Bohler Special Steels Europe 119,IN465844217875069159
0000000120,IN,12803256,953481973951,01,SKF Industrial Bearings & Seals,IN505373937626440344
0000000121,IN,96252748,141329108370,01,SKF Precision Bearings Ltd,IN488912664144609023
0000000122,DE,95593211,718577115009,01,Siemens Factory Automation & Drives,DE61348446362329242119
0000000123,DE,57935340,381794566569,01,Siemens Industrial Automation,DE80624875547925663558
0000000124,DE,75371514,839024028473,01,Bodycote Thermal Processing,DE92128013736123675413
0000000125,DE,99600396,238686267255,01,Bodycote Heat Treatment Works,DE86265108563607323334
0000000126,US,10920664,578847500264,01,Kennametal Carbide Tooling,US421847385564333688
0000000127,US,41375806,496906693173,01,Kennametal Tooling Systems Inc,US467693080585605191
0000000128,IN,50279704,22504956235,01,Kalyani Forgings & Metallurgy,IN743272085743051488
0000000129,IN,26554156,211226584933,01,Kalyani Forging Works Ltd,IN335287930533595321
0000000130,DE,92549841,175595193720,01,Fuchs Lubricants Industrial,DE84641289910768270655
0000000131,DE,68769335,583984448375,01,Fuchs Industrial Cutting Oil,DE82144532081963844952
0000000132,GB,89365286,482083149305,01,Castrol Industrial Metalworking,GB15629828980881826971
0000000133,GB,65684930,167133151690,01,Castrol Industrial Lubricants,GB86999943759201982722
0000000134,IN,10233901,427861592666,01,Bossard Industrial Fasteners,IN489961193617007584
0000000135,IN,28374779,81473020819,01,Bossard Fasteners & Assembly,IN909678033019043934
0000000136,IN,51319217,708277051794,01,Castrol Industrial Metalworking Flu,IN471856378935531320
0000000137,IN,25193134,878586759255,01,Fanuc Robotics & CNC Controllers 13,IN288082225119275148
0000000138,DE,78304710,677589317424,01,Bodycote Thermal Processing & Nitri,DE98987407563828598217
0000000139,IN,46915448,757702449107,01,Sick AG Industrial LiDAR & Vision 1,IN134371193083612653
0000000140,DE,19034693,948129711026,01,DHL Global Forwarding Heavy Cargo 1,DE21239793181531152728
0000000141,IN,61994325,717500593450,01,MinebeaMitsumi Precision Components,IN389778336209363943
0000000142,IN,64338222,868570158923,01,Sandvik Materials Technology AB 142,IN155896903043859670
0000000143,KR,92933245,373383581120,01,TCI Freight Heavy Haulage Division ,KR829347284285544985
0000000144,DE,55444226,296159289117,01,Keyence Precision Optical Sensors 1,DE89497554651231654777
0000000145,IN,90005015,80760772113,01,Iscar Carbide Metalworking Tools 14,IN601868529065736842
0000000146,GB,26117819,305734069453,01,SMC Pneumatics & Automation 146,GB85628587467382780512
0000000147,IN,64463376,843424467750,01,Maersk Industrial Container Shippin,IN768310149716584183
0000000148,US,21506866,829043034387,01,Schneider Electric Industrial Contr,US465932096798854287
0000000149,DE,58891381,745289151073,01,Bossard Industrial Fasteners & Bolt,DE93471356703920243950
0000000150,GB,28799352,666426482809,01,Siemens Factory Automation & Drives,GB02291348456923136653
0000000151,IN,17627775,549047895411,01,HIWIN Linear Motion Guides 151,IN607905557341850021
0000000152,IN,79574711,602225925687,01,Seco Tools High Feed Milling 152,IN227680458729190823
0000000153,IN,40904074,602154704776,01,Renold Industrial Transmission Chai,IN436414156343973862
0000000154,IN,10156361,837168656446,01,Swagelok Fluid System Components 15,IN448466538654224170
0000000155,IN,53046756,327248677745,01,Kyocera Cutting Tools Europe 155,IN739114488972620412
0000000156,DE,30736190,962359330885,01,Jindal Stainless Structural Product,DE97026653135074196381
0000000157,GB,78944954,321482589147,01,WAGO Industrial Interconnection 157,GB64195786569186419882
0000000158,US,76500845,833670956769,01,Oerlikon Balzers Surface Hardening ,US322154818719384328
0000000159,DE,12132009,345999905169,01,Maersk Industrial Container Shippin,DE22327723720532713583
0000000160,DE,99708283,125901846800,01,Omron Industrial Automation Sensors,DE19719702286076697120
0000000161,IN,72383383,593761302124,01,Dormer Pramet Indexable Inserts 161,IN098595833441297557
0000000162,US,48007752,58830686230,01,Sick AG Industrial LiDAR & Vision 1,US966297804444159178
0000000163,DE,71290172,578081095634,01,Sick AG Industrial LiDAR & Vision 1,DE69308937920446597717
0000000164,DE,10856780,794403566864,01,Guhring Precision Drills & Taps 164,DE80228990155411283543
0000000165,IN,95174630,691824100710,01,Keyence Precision Optical Sensors 1,IN485282423812725648
0000000166,IN,75382443,875922944478,01,Würth Industry Assembly Components ,IN746549686742127365
0000000167,GB,14673723,812161343843,01,Festo Industrial Pneumatic Valves 1,GB46317281213571623324
0000000168,GB,56242965,695508397711,01,Keyence Precision Optical Sensors 1,GB23975715907447748198
0000000169,IN,12835002,492562309880,01,Eaton Hydraulics & Hose Assemblies ,IN246614872095404399
0000000170,US,89401163,461614726879,01,Turck Industrial Proximity Sensors ,US886850110487876403
0000000171,GB,42819288,334095271210,01,Outokumpu Stainless Special Alloys ,GB65583478378735969486
0000000172,DE,35389586,816214291092,01,Rockwell Automation Allen-Bradley 1,DE56455280145345374608
0000000173,DE,10388313,756144184466,01,POSCO Steel Plate & Coil 173,DE61774554726811353939
0000000174,IN,15180051,798980416449,01,Thyssenkrupp Materials Services Gmb,IN499416968489220748
0000000175,IN,29449324,487773252918,01,Sundram Fasteners Automotive Ltd 17,IN734595253134245008
0000000176,IN,51198286,221884094550,01,Danfoss Power Solutions Hydraulics ,IN822717128420108736
0000000177,DE,27347206,368504017473,01,Bosch Rexroth Industrial Hydraulics,DE58409363159438021647
0000000178,IN,41729920,424331631566,01,ABB Motion & Industrial Drives 178,IN917365480957282878
0000000179,MX,65482785,272346073679,01,Parker Hannifin Fluid Connectors 17,MX6305488478990313
0000000180,IN,14798986,215036625678,01,MinebeaMitsumi Precision Components,IN461580002045791667
0000000181,IN,52714474,906032115973,01,Swagelok Fluid System Components 18,IN744415498427877460
0000000182,IN,39789279,359059989349,01,Hydac Technology Hydraulic Filters ,IN065563138607996604
0000000183,MX,66874843,63183677129,01,Alcoa Aluminum Extrusions Corp 183,MX6417489812358331
0000000184,SE,82751968,918061094030,01,HIWIN Linear Motion Guides 184,SE7895424094824875612292
0000000185,DE,96290897,255809980860,01,Rockwell Automation Allen-Bradley 1,DE85761746171811877134
0000000186,US,74879574,937986982625,01,Keyence Precision Optical Sensors 1,US664414295866829621
0000000187,KR,27232616,723040032518,01,Tata Steel Heavy Tubular Products 1,KR823201515784059884
0000000188,MX,11536907,834465226752,01,Mobil Industrial Gear Oils & Grease,MX8972562757865447
0000000189,DE,59165978,190713146675,01,Kalyani Forgings & Metallurgy 189,DE37362554900244668997
0000000190,DE,58571703,531410504771,01,Turck Industrial Proximity Sensors ,DE53821121459446448178
0000000191,IN,21739798,289158544528,01,POSCO Steel Plate & Coil 191,IN289546643686052774
0000000192,GB,34010310,492856125233,01,3M Industrial Safety & PPE Systems ,GB35915419334564445695
0000000193,DE,14502456,444119775348,01,Danfoss Power Solutions Hydraulics ,DE58046512855954932122
0000000194,US,61282840,733582789083,01,Lasertech CNC Laser Cutting & Bendi,US816195535257666424
0000000195,MX,10530338,762681167822,01,Henkel Surface Technologies Bonderi,MX8421771801434878
0000000196,DE,89350300,225473048631,01,TCI Freight Heavy Haulage Division ,DE99481258474934824760
0000000197,IN,47969074,144899102948,01,Castrol Industrial Metalworking Flu,IN039280107086120844
0000000198,IN,73583955,475802520003,01,Freudenberg Sealing Technologies 19,IN411685897137160358
0000000199,DE,28215486,86147234735,01,Schaeffler Technologies AG & Co 199,DE36787702153214844258
0000000200,IN,25783136,246400722014,01,HIWIN Linear Motion Guides 200,IN028464054418932442
0000000201,DE,97488358,809166839405,01,Eaton Hydraulics & Hose Assemblies ,DE51937409250382890044
0000000202,US,61770950,195942378625,01,Festo Industrial Pneumatic Valves 2,US082176911185937856
0000000203,IN,24335250,590573718500,01,Sick AG Industrial LiDAR & Vision 2,IN031270287239384104
0000000204,MX,75009133,15230129273,01,ArcelorMittal Precision Tubing Euro,MX6982734760392423
0000000205,US,77870334,430050984737,01,Kennametal Carbide Tooling Systems ,US862234297162534130
0000000206,DE,23692709,159112400874,01,Klüber Lubrication High Temp Grease,DE89988421418835659477
0000000207,IN,37700421,183056582623,01,Nippon Steel Coils & Billets 207,IN704883296509748187
0000000208,IN,83917674,736768110152,01,ABB Motion & Industrial Drives 208,IN754093954325715733
0000000209,DE,62416562,903122877895,01,SKF Industrial Bearings & Seals 209,DE11486755161077105969
0000000210,MX,88938778,197571107933,01,Norgren Industrial Pneumatics 210,MX2724925087856394
0000000211,DE,68505382,265846181132,01,Bosch Rexroth Industrial Hydraulics,DE72689304185225380992
0000000212,DE,27931536,999201114056,01,Swagelok Fluid System Components 21,DE10787510072679883131
0000000213,DE,63576911,184369827829,01,Kyocera Cutting Tools Europe 213,DE25355939834690822386
0000000214,DE,83302326,611687060084,01,ABB Motion & Industrial Drives 214,DE03660807436216529960
0000000215,IN,23888950,561727031992,01,Keyence Precision Optical Sensors 2,IN081526357970982477
0000000216,MX,35224194,676093463551,01,Parker Hannifin Fluid Connectors 21,MX7476698293113096
0000000217,IN,55498574,623385791528,01,Kyocera Cutting Tools Europe 217,IN400621055391415035
0000000218,US,13714001,252509563730,01,Bharat Forge Precision Machining 21,US245343352032343402
0000000219,IN,84839091,581091497399,01,PPG Industrial Coatings & E-Coat 21,IN837242415385407014
0000000220,JP,31187060,201166076302,01,Trelleborg Industrial Engineered Se,JP177041423489177696
0000000221,DE,14826289,569885014831,01,Sandvik Coromant Cutting Tools 221,DE81940814698387573408
0000000222,IN,68717659,239106778140,01,Freudenberg Sealing Technologies 22,IN835974084672201244
0000000223,IN,34489773,768382970719,01,Trelleborg Industrial Engineered Se,IN722690729072163251
0000000224,IN,28467358,971981668174,01,MinebeaMitsumi Precision Components,IN376717971890601745
0000000225,KR,69148800,365840569730,01,,KR171018847953418719
0000000226,DE,40956226,611424328665,01,,DE74414857816341791664
0000000227,IN,83173036,123305908034,01,,IN015726824536784269
0000000228,IN,19435833,856333311920,01,,IN743365325275327555
0000000229,IN,29992649,320217936834,01,,IN625683940586503446
0000000230,US,68291729,264668188196,01,,US680988862681390383
0000000231,GB,57545990,634678041250,01,,GB39561777514126998915
0000000232,DE,71306057,941650212138,01,,DE74286680282168843654
0000000233,US,20833703,326287203816,01,,US500254845511400795
0000000234,IN,30120178,179681230398,01,,IN974973443368490763
0000000235,IN,57592087,531424901130,01,Electrocoat Precision Finishing Ltd,IN717911129948889453
0000000236,US,89524357,480571551419,01,Henkel Surface Technologies Bonderi,US889203151820681822
0000000237,IN,60666741,481135931536,01,Oerlikon Balzers Surface Hardening ,IN508965984799473708
0000000238,US,25487315,934879268891,01,Bossard Industrial Fasteners & Bolt,US811010365379933727
0000000239,IN,37263127,634463751670,01,Sick AG Industrial LiDAR & Vision 2,IN990234292101542430
0000000240,IN,58020069,822975483975,01,Thyssenkrupp Materials Services Gmb,IN107510699414757763
0000000241,IN,27415176,557169670602,01,Eaton Hydraulics & Hose Assemblies ,IN611623178027492904
0000000242,IN,95762018,936425835390,01,Keyence Precision Optical Sensors 2,IN216819625226511503
0000000243,IN,36937671,311772321538,01,NSK Precision Ball Screws & Linear ,IN983965647942020442
0000000244,IN,39660365,721930640843,01,Danfoss Power Solutions Hydraulics ,IN908974822990671938
0000000245,IN,60679648,504090890116,01,PPG Industrial Coatings & E-Coat 24,IN129638300635218607
0000000246,IN,70081830,920275873129,01,Kalyani Forgings & Metallurgy 246,IN945276228842174155
0000000247,IN,42192170,780448046541,01,Phoenix Contact Terminal Blocks 247,IN425909384748458212
0000000248,IN,93915620,390386089826,01,Omron Industrial Automation Sensors,IN873305983538632650
0000000249,IN,35671882,942757721031,01,Bossard Industrial Fasteners & Bolt,IN894329416675755677
0000000250,IN,10256112,867311454155,01,ABB Motion & Industrial Drives 250,IN509583536027604862
0000000251,US,26378859,141878976427,01,Festo Industrial Pneumatic Valves 2,US311364665661309900
0000000252,US,58406162,483505544046,01,Tata Steel Heavy Tubular Products 2,US518380594580159743
0000000253,IN,61546227,977271747888,01,Outokumpu Stainless Special Alloys ,IN714148673175763009
0000000254,IN,79106194,837598231117,01,WAGO Industrial Interconnection 254,IN124137588213734097
0000000255,IN,73356140,814621773558,01,Hydac Technology Hydraulic Filters ,IN253134652786001422
0000000256,US,30367689,958638406486,01,Blue Dart Express Industrial Cargo ,US942421909924219513
0000000257,IN,97003455,253942869073,01,Garlock Sealing Technologies 257,IN107640731851244069
0000000258,IN,33381109,186657406570,01,Rockwell Automation Allen-Bradley 2,IN893815986336306646
0000000259,GB,25327014,609213847146,01,Siemens Factory Automation & Drives,GB47919216343983209740
0000000260,DE,50116648,188692968486,01,3M Industrial Safety & PPE Systems ,DE88459297154178875447
0000000261,DE,78040313,161351205618,01,Ramkrishna Forgings Industrial Div ,DE31874115234441884258
0000000262,IN,56088556,389314035350,01,Phoenix Contact Terminal Blocks 262,IN059688527300458653
0000000263,US,39503956,354548741665,01,Dormer Pramet Indexable Inserts 263,US791767056439712428
0000000264,US,28003682,690927930487,01,Walter Industrial Milling Tools 264,US817335988074980610
0000000265,US,90713097,761734960795,01,SKF Industrial Bearings & Seals 265,US929454652263455926
0000000266,IN,37046091,209544019554,01,Swagelok Fluid System Components 26,IN306460541600103189
0000000267,DE,70680199,646615435751,01,ABB Motion & Industrial Drives 267,DE92065177781110836659
0000000268,US,85297805,21359373025,01,Würth Industry Assembly Components ,US125989833656430409
0000000269,DE,16546068,131231672486,01,Blue Dart Express Industrial Cargo ,DE42222150600978338030
0000000270,IN,22440447,289472040660,01,Keyence Precision Optical Sensors 2,IN082437009125437666
0000000271,IN,85348492,228021519078,01,Banner Engineering Safety Sensors 2,IN900734431811353774
0000000272,IN,11525364,436046835371,01,Fuchs Lubricants Industrial Cutting,IN380896517539469195
0000000273,IN,17584138,779552121550,01,Festo Industrial Pneumatic Valves 2,IN513485709385583764
0000000274,MX,81007311,41267310208,01,Anodize Engineering Job-Work Servic,MX8583799371993166
0000000275,DE,76442553,584950158833,01,Hardchrome Industrial Plating Works,DE12280050525991571146
0000000276,IN,54425451,865007472766,01,Lapp Group Industrial Cable Systems,IN487509142281348795
0000000277,DE,56931458,540896221394,01,Saint-Gobain Abrasives & Ceramics 2,DE88354717665768974129
0000000278,DE,18386067,497232660170,01,MinebeaMitsumi Precision Components,DE12219083551455055008
0000000279,IN,91275981,938224255103,01,Iscar Carbide Metalworking Tools 27,IN104119841530645676
0000000280,DE,14168787,643707553583,01,Gates Industrial Power Transmission,DE39898425752107896621
0000000281,IN,63118385,478707518919,01,Swagelok Fluid System Components 28,IN332446060763049530
0000000282,IN,25713476,721256961348,01,Outokumpu Stainless Special Alloys ,IN047201527599811153
0000000283,US,54540990,489344622409,01,Jindal Stainless Structural Product,US441031414070294268
0000000284,US,12654255,190726938047,01,Siemens Factory Automation & Drives,US486559088284293939
0000000285,IN,97844001,601349397721,01,Freudenberg Sealing Technologies 28,IN343139662361191415
0000000286,IN,14610848,564463196765,01,ABB Motion & Industrial Drives 286,IN340395786292253603
0000000287,IN,49834230,838584618689,01,Keyence Precision Optical Sensors 2,IN694913213147128394
0000000288,US,72343992,252426570433,01,Turck Industrial Proximity Sensors ,US462809553791911334
0000000289,MX,14267848,589144818927,01,Alcoa Aluminum Extrusions Corp 289,MX1681763323342938
0000000290,DE,94136466,702328433543,01,Würth Industry Assembly Components ,DE83288872865332793285
0000000291,IN,64957741,87969548984,01,Electrocoat Precision Finishing Ltd,IN786901336849402489
0000000292,DE,56297406,349499093978,01,Blue Dart Express Industrial Cargo ,DE48267734033991436534
0000000293,IN,22018977,617858315707,01,Danfoss Power Solutions Hydraulics ,IN005156778425543280
0000000294,IN,10310828,810307760753,01,Blue Dart Express Industrial Cargo ,IN672404523399726538
0000000295,US,62268933,358243436611,01,Tyrolit Industrial Grinding Wheels ,US682892196377288041
0000000296,DE,97563479,621293207883,01,Iscar Carbide Metalworking Tools 29,DE62406617597488028446
0000000297,IN,23512845,67267256886,01,Tata Steel Heavy Tubular Products 2,IN696272564768083483
0000000298,IN,97709151,133846732169,01,Henkel Surface Technologies Bonderi,IN222136925288351165
0000000299,DE,65227365,689817810214,01,Keyence Precision Optical Sensors 2,DE52906988931092008479
0000000300,US,80579497,64777545397,01,Freudenberg Sealing Technologies 30,US374437671764685576
0000000301,US,79357292,416787696185,01,Yaskawa Motoman Industrial Robots 3,US108089966428442376
0000000302,DE,73950855,218066854097,01,WAGO Industrial Interconnection 302,DE28698567368824387811
0000000303,DE,69563277,339605322706,01,Outokumpu Stainless Special Alloys ,DE02167974798875019959
0000000304,IN,15477876,969450993978,01,Walter Industrial Milling Tools 304,IN684727137067826687
0000000305,IN,39510443,228565079668,01,Yaskawa Motoman Industrial Robots 3,IN518130412858727864
0000000306,IN,11689862,682737121170,01,Festo Industrial Pneumatic Valves 3,IN254016665068345654
0000000307,IN,64076152,843734385556,01,ArcelorMittal Precision Tubing Euro,IN458406616065004150
0000000308,IN,88880548,917860783576,01,Alcoa Aluminum Extrusions Corp 308,IN333860983672881213
0000000309,IN,23025921,144765304565,01,Oerlikon Balzers Surface Hardening ,IN661837507838901145
0000000310,IN,81853740,358667157118,01,Würth Industry Assembly Components ,IN645563032835973882
0000000311,IN,69309414,305762481646,01,SKF Industrial Bearings & Seals 311,IN429265698888965824
0000000312,GB,64676770,35379857669,01,MinebeaMitsumi Precision Components,GB75690376154726508457
0000000313,IN,70659206,848776540715,01,ArcelorMittal Precision Tubing Euro,IN126320042774491657
0000000314,MX,50088873,664245069861,01,Kalyani Forgings & Metallurgy 314,MX7413081390179099
0000000315,IN,21073220,924162567155,01,THK Precision Linear Guides 315,IN514121081745061797
0000000316,IN,88748369,639638548076,01,Lasertech CNC Laser Cutting & Bendi,IN945614686818869905
0000000317,DE,36574505,312329315791,01,Walter Industrial Milling Tools 317,DE28980537854923351298
0000000318,US,78643503,71739022095,01,Trelleborg Industrial Engineered Se,US652892440786848971
0000000319,US,89064939,180539942890,01,Danfoss Power Solutions Hydraulics ,US783563991532836560
