LIFNR,BANKS,BANKL,BANKN,BKONT,KOINH,IBAN
0000075826,DE,52534763,2924309965,01,Falkenstein-Brenner Lebensmittel GmbH,DE54525347632924309965
0000075871,TR,77254,9427276386881887,,Bosphorus A.Ş.,TR987725409427276386881887
0000075902,GB,818527,06165464,,Clifton Electronics & Partner Ltd,GB58MIDL81852706165464
0000075991,VN,53300286,739279360572,01,"Kim Son-An Binh Industries Co., Ltd",
0000075991,VN,78619557,0000000000,,"Kim Son-An Binh Industries Co., Ltd",
0000076048,NL,RABO,6476051457,,Schouten Handel & Partner B.V.,NL08RABO6476051457
0000076126,IT,7979231006,FU91S7RPT1A0,,Toscani Arredamenti S.p.A.,IT48W7979231006FU91S7RPT1A0
0000076221,TR,18945,9576353805031039,01,Izmir Lojistik A.Ş.,TR491894509576353805031039
0000076221,TR,98910,6985141973536616,,Izmir Lojistik A.Ş.,TR579891006985141973536616
0000076274,DE,49689235,4278914332,01,Martin Schwarzwald GmbH & Co. KG,DE82496892354278914332
0000076324,DE,15978583,8015980748,,Martin Osterbach GmbH,DE30159785838015980748
0000076460,DE,26612294,2960140669,01,Osterbach Ladenbau & Partner GmbH,DE42266122942960140669
0000076460,NL,RABO,4574577352,01,Osterbach Ladenbau & Partner GmbH,NL34RABO4574577352
0000076516,DE,62297272,0014093295,,Schwarzwald Logistik e.K.,DE54622972720014093295
0000076542,DE,11837762,1521699932,,Tannhof-Donautal Reinigung GmbH,DE33118377621521699932
0000076542,GB,534107,22422867,,Tannhof-Donautal Reinigung GmbH,GB12LOYD53410722422867
0000076620,US,671222712,637483223,01,Meridian Technologies & Partner Co.,
0000076665,DE,11112793,1043063148,,Lindner-Hanse Sicherheit GmbH,DE13111127931043063148
0000076693,DE,35192135,4166838994,,Schönfeld & Mühlbach GmbH,DE56351921354166838994
0000076696,DE,68588670,6595059061,,Kranich Elektronik & Partner GmbH,DE39685886706595059061
0000076728,IT,6424434412,HZG14OTEGVQJ,,Marchetti Tessile S.r.l.,IT87G6424434412HZG14OTEGVQJ
0000076748,ES,06393367,1339185561,,,ES6406393367251339185561
0000076971,DE,39748841,0633417796,01,Steinhaus-Elbtal Systeme GmbH,DE64397488410633417796
0000077024,DE,85098564,1341138823,01,Adler Elektronik & Partner GmbH,DE10850985641341138823
0000077033,GB,898404,93235736,,Julia Greystone Ltd,GB36MIDL89840493235736
0000077074,PT,60525562,32776213912,,Bragança Comércio S.A.,PT47605255623277621391209
0000077074,NL,INGB,3779821449,,Bragança Comércio S.A.,NL85INGB3779821449
0000077254,DE,12535746,8354472279,,Bühler Sicherheit & Partner e.K.,DE39125357468354472279
0000077270,DE,55874394,3646176692,,,DE48558743943646176692
0000077291,US,723691696,515457231,01,Yardley Shopfitting LLC,
0000077302,DE,12683637,0168284979,,Lindner-Kaltenbach Getränke GmbH & Co. KG,DE75126836370168284979
0000077376,IN,ARBP0WFXXF0,39186703144132,01,Trimurti-Shreeji Trading Private Limited,
0000077400,TR,02030,0759264564525435,,Toros-Haliç Ambalaj A.Ş.,TR800203000759264564525435
0000077406,CN,673339697700,5092995242415033,,"Guangzhou Mingda Textile Co., Ltd.",
0000077435,CN,753864860833,5765023214455949,,"Shenzhen Baolong Homeware & Partner Co., Ltd.",
0000077475,ES,00903730,4221227246,,Duarte Servicios & Partner S.L.,ES6300903730314221227246
0000077475,ES,58585254,5582229271,01,Duarte Servicios & Partner S.L.,ES3758585254865582229271
0000077556,GB,857490,75322475,,Hollingwood Foods Ltd,GB04NWBK85749075322475
0000077557,DE,26836199,4700363310,01,Nordwind-Westphal Service GmbH,DE73268361994700363310
0000077557,DE,60304816,6410933556,,Nordwind-Westphal Service GmbH,DE14603048166410933556
0000077639,DE,79743357,3536109500,,Elbtal Sicherheit AG,DE53797433573536109500
0000077705,CN,988807951059,5980532187701214030,01,"Shanghai Baolong Footwear Co., Ltd.",
0000077712,DE,78974471,4539654624,,Donautal Sicherheit GmbH & Co. KG,DE87789744714539654624
0000077866,DE,33282140,5117685531,01,Sonnenfeld Frischdienst GmbH,DE41332821405117685531
0000077985,TR,29314,4970001448142062,01,Yıldız Deri A.Ş.,TR402931404970001448142062
0000077998,GB,845068,67775136,,Deverill Technologies Ltd,GB70BARC84506867775136
0000078015,US,868668726,542141258262,01,,
0000078039,IT,5912852863,OFDPPREN2QP9,,Ricciardi-Salvatori Commerciale S.r.l.,IT66V5912852863OFDPPREN2QP9
0000078102,CN,170898663311,5152112992376236579,,"Shenzhen Haiyu-Meilin Hardware Co., Ltd.",
0000078165,PL,76745167,1287390832281720,,Bartosz Dystrybucja Sp. z o.o.,PL26767451671287390832281720
0000078192,DE,20904253,5701375699,,Bühler & Sonnenfeld GmbH,DE39209042535701375699
0000078192,DE,75325582,6702743430,01,Bühler & Sonnenfeld GmbH,DE31753255826702743430
0000078196,CN,017823230570,4655889650980977,,"Ningbo Ruiyang Textile Co., Ltd",
0000078214,ES,58989388,0490395039,,Barcelo & Jiménez S.L.,ES8558989388880490395039
0000078282,IT,0022952114,0NIQKMP4FKYH,,Salvatori Stampa & Partner S.p.A.,IT16R00229521140NIQKMP4FKYH
0000078282,IT,4118017064,G1VOC4Q9HBO9,,Salvatori Stampa & Partner S.p.A.,IT08F4118017064G1VOC4Q9HBO9
0000078284,VN,37206574,977352421240,,"Kim Son & Bao Tin Co., Ltd",
0000078304,DE,52148284,7453736377,,,DE81521482847453736377
0000078304,DE,70609100,1640269742,01,Falkenstein Textil AG,DE48706091001640269742
0000078326,DE,37508506,2653676019,,,DE60375085062653676019
0000078358,CN,265172329961,0547799906055214463,,"Guangzhou Antai & Lixin Co., Ltd.",
0000078435,DE,49250883,3158894568,,Schouten & Terlouw B.V.,DE23492508833158894568
0000078435,NL,RABO,5350155494,,Schouten & Terlouw B.V.,NL72RABO5350155494
0000078440,FR,5395493698,A9M54XHDVZY,01,Thibault & Valmy S.A.,FR675395493698A9M54XHDVZY76
0000078489,DE,64846831,7326136269,01,Osterbach Lebensmittel GmbH,DE60648468317326136269
0000078491,PL,41128563,8056605186440711,01,Cieślak Tekstylia Sp. z o.o.,PL65411285638056605186440711
0000078492,US,281665991,29463675,01,Granville Systems Inc.,
0000078603,GB,893379,64112688,01,Dunmore & Vantage PLC,GB40MIDL89337964112688
0000078630,FR,9699359343,NRED6HADNGM,01,Valmy Électronique & Partner SAS,FR549699359343NRED6HADNGM06
0000078683,AT,25634,67526280069,,Brenner Ladenbau AG,AT422563467526280069
0000078715,DE,23423666,3662995862,01,,DE28234236663662995862
0000078946,US,071133694,058225454,01,Donautal & Nordwind GmbH,
0000078946,DE,55737714,4624510491,01,,DE70557377144624510491
0000078947,NL,INGB,5222038694,,Jansen Logistiek B.V.,NL31INGB5222038694
0000079064,PL,11933765,4488563704034223,,Ostrowski Logistyka Sp. z o.o.,PL48119337654488563704034223
0000079064,PL,28986543,0080145409339422,01,Ostrowski Logistyka Sp. z o.o.,PL73289865430080145409339422
0000079095,CN,922850171801,2675189575007660,01,"Shanghai Yuxin Industrial Co., Ltd.",
0000079101,DE,59254999,8915705256,01,,DE37592549998915705256
0000079115,DE,57814980,1792170027,,Martin Westphal GmbH,DE79578149801792170027
0000079115,US,632426298,5005573955,01,Martin Westphal GmbH,
0000079185,DE,35409728,1913964857,,Brenner-Haustein Kosmetik GmbH,DE80354097281913964857
0000079293,GB,442729,25535259,01,Northgate Technologies Ltd,GB94BARC44272925535259
0000079303,DE,85705797,4133911758,01,Donautal & Adler GmbH,DE74857057974133911758
0000079449,CN,888732174689,0967041325642162485,01,,
0000079556,GB,334606,51165785,,Padma Accessories Ltd.,GB85HBUK33460651165785
0000079556,BD,375065351,4016828388100,,Padma Accessories Ltd.,
0000079583,GB,689061,23537520,01,Greystone Furniture Ltd,GB29LOYD68906123537520
0000079620,GB,405935,91300409,,Thomas Longacre Ltd,GB49BARC40593591300409
0000079680,IN,BNXX0ZVLMF7,2101555597948559,,Trimurti Prints & Partner Pvt Ltd,
0000079760,DE,67630263,6269505893,01,Donautal-Eichberg Elektronik e.K.,DE55676302636269505893
0000079760,NL,INGB,4896010989,01,Donautal-Eichberg Elektronik e.K.,NL06INGB4896010989
0000079764,DE,40090877,7190803096,,Peter Vogel AG,DE35400908777190803096
0000079764,DE,66713121,1201914098,01,,DE33667131211201914098
0000079807,CZ,1626,0207080585019468,,,CZ2216260207080585019468
0000079823,DE,59074800,9535200290,,Rheinland-Kranich Technik GmbH,DE08590748009535200290
0000079823,DE,66210592,4162843447,,Rheinland-Kranich Technik GmbH,DE87662105924162843447
0000079850,DE,42760881,3314147523,,Elbtal Frischdienst GmbH,DE86427608813314147523
0000079946,PT,01624107,04027904672,01,Guimarães S.A.,PT50016241070402790467214
0000079959,DE,62422072,5120919588,,Rheinland & Bergmann GmbH,DE43624220725120919588
0000079971,DE,38200333,3049582208,,,DE13382003333049582208
0000100048,DE,80778239,4023139685,01,Hanse-Elbtal Getränke GmbH,DE52807782394023139685
0000100393,DE,36584821,9960881496,,Kranich & Maibach GmbH,DE09365848219960881496
0000100393,DE,44634817,7462382914,01,Kranich & Maibach GmbH,DE98446348177462382914
0000100620,DE,15592326,3326497583,,Hochstätt Handels GmbH & Co. KG,DE45155923263326497583
0000100620,DE,33684889,1221325872,,Hochstätt Handels GmbH & Co. KG,DE72336848891221325872
0000101255,CH,34100,219932712011,01,Schönfeld Lebensmittel SA,CH1034100219932712011
0000101991,DE,53873832,6964622673,01,Kornblum AG,DE92538738326964622673
0000101991,DE,74897115,7179772775,,T. Yilmaz,DE73748971157179772775
0000102437,DE,69335659,3545368688,,Hochstätt-Sonnenfeld Ladenbau GmbH & Co. KG,DE82693356593545368688
0000102802,DE,42716089,8404979756,,Eichberg-Grünwald Logistik GmbH,DE61427160898404979756
0000103092,DE,75722838,2712415354,,Eichberg Lebensmittel e.K.,DE91757228382712415354
0000103650,DE,42028989,2667578237,,Kessler e.K.,DE18420289892667578237
0000103650,DE,72811978,5972430455,,Kessler e.K.,DE82728119785972430455
0000104548,DE,77190699,2746858633,,Elbtal Service AG,DE04771906992746858633
0000104818,DE,29299208,1578594812,,Adler Möbel & Partner GmbH,DE89292992081578594812
0000104905,DE,46220566,4535901169,01,Schönfeld Sicherheit GmbH & Co. KG,DE68462205664535901169
0000105912,DE,26877111,8655782512,01,M. Keller,DE06268771118655782512
0000106098,DE,72313832,8293847441,01,Grünwald Frischdienst & Partner GmbH,DE76723138328293847441
0000106702,DE,36284293,9504895522,01,Kessler Möbel e.K.,DE06362842939504895522
0000106702,DE,83608408,5356216634,,Kessler Möbel e.K.,DE61836084085356216634
0000106952,DE,51646281,7306781722,,Lindner GmbH,DE68516462817306781722
0000107166,DE,84142660,3427005926,,Falkenstein Druck GmbH,DE95841426603427005926
0000108175,DE,88760958,7369585568,,Maibach Ladenbau AG,DE54887609587369585568
0000108413,DE,19603962,6389661060,,Seibert GmbH,DE21196039626389661060
0000108472,DE,14052680,7374764387,01,Rheinland Reinigung AG,DE45140526807374764387
0000108472,DE,61083777,5029313526,,Rheinland Reinigung AG,DE07610837775029313526
0000108929,DE,85958598,9718298973,01,Schönfeld Technik GmbH,DE75859585989718298973
0000108979,DE,20463642,4056433314,,Seibert-Brenner Textil GmbH,DE80204636424056433314
0000108979,DE,87134285,1823211238,,Seibert-Brenner Textil GmbH,DE39871342851823211238
0000109102,DE,68511330,7811471302,,Osterbach Sicherheit GmbH,DE89685113307811471302
0000109104,DE,21130503,3326546232,,Adler e.K.,DE27211305033326546232
0000110617,DE,60762643,8874963478,,Thomas Weissmann e.K.,DE53607626438874963478
0000111712,DE,41413853,2674039557,,Kranich Reinigung & Partner AG,DE14414138532674039557
0000111814,DE,79001573,1624767679,,Wieland GmbH,DE61790015731624767679
0000112384,AT,77243,41890927275,,Sonnenfeld AG,AT767724341890927275
0000112486,DE,33105283,4421061057,,,DE45331052834421061057
0000112486,DE,82079335,0168579468,,T. Yilmaz,DE44820793350168579468
0000112659,DE,17747583,2935305289,,Osterbach Lebensmittel GmbH,DE19177475832935305289
0000112659,DE,85433136,9121665656,,Osterbach Lebensmittel GmbH,DE40854331369121665656
0000113244,DE,25119481,5259052270,,,DE41251194815259052270
0000113244,DE,63872983,7964703325,,,DE94638729837964703325
0000113345,DE,32285973,2342048491,,Hochstätt & Eichberg AG,DE53322859732342048491
0000113879,DE,84480860,6316508289,,Lorenz Elektronik & Partner AG,DE71844808606316508289
0000114189,DE,69858838,4049545663,01,,DE87698588384049545663
0000114533,DE,22565182,1162308611,01,Steinhaus Elektronik & Partner GmbH,DE34225651821162308611
0000114869,DE,87390984,4254107786,01,Nordwind & Grünwald GmbH & Co. KG,DE63873909844254107786
0000114915,DE,42324537,9457495294,,Mühlbach & Brenner GmbH,DE43423245379457495294
0000115468,DE,66835416,1313690050,,,DE53668354161313690050
0000116314,DE,79244921,0937318167,,Kessler-Ackermann Technik GmbH,DE61792449210937318167
0000116336,DE,64231047,9187293015,,Grünwald & Mühlbach GmbH,DE95642310479187293015
0000116442,DE,46619275,0972305190,,Vogel Kosmetik AG,DE42466192750972305190
0000117001,DE,39158113,0471131533,01,Reinhardt Vertrieb & Partner AG,DE33391581130471131533
0000117332,DE,38385488,6163656224,,Hanse Textil GmbH,DE09383854886163656224
0000117929,DE,49904780,2912081679,,Wieland & Elbtal GmbH & Co. KG,DE32499047802912081679
0000117929,DE,78975705,0358244605,,Wieland & Elbtal GmbH & Co. KG,DE30789757050358244605
0000118097,DE,25934208,5800279899,,Donautal Ladenbau GmbH,DE55259342085800279899
0000119537,DE,84687281,5442320543,,Kessler Sicherheit GmbH,DE24846872815442320543
0000119901,DE,33215668,4565734183,,Haustein-Osterbach Reinigung GmbH,DE88332156684565734183
0000120337,CH,46239,597173730208,,Bergmann AG,CH9646239597173730208
0000120342,DE,16817489,1264588628,01,Westphal & Kaltenbach AG,DE05168174891264588628
0000121534,DE,61210470,3665619592,01,Seibert Handels GmbH & Co. KG,DE49612104703665619592
0000121534,DE,85280169,2782376348,,Seibert Handels GmbH & Co. KG,DE67852801692782376348
0000121666,DE,21696615,4347725369,01,,DE32216966154347725369
0000121728,DE,86347039,6266388405,,Steinhaus Kosmetik GmbH,DE81863470396266388405
0000123112,DE,36011127,9531349429,01,Grünwald GmbH,DE35360111279531349429
0000123207,DE,23134978,0182410715,,Lorenz Druck AG,DE29231349780182410715
0000123378,DE,38733767,0623697639,,Kranich Frischdienst GmbH & Co. KG,DE54387337670623697639
0000123969,AT,22604,79864387304,,Westphal Druck GmbH,AT712260479864387304
0000123969,AT,91728,00832033000,01,Westphal Druck GmbH,AT079172800832033000
0000124059,DE,82033171,2104774155,,Wieland-Maibach Logistik GmbH & Co. KG,DE17820331712104774155
0000124651,DE,36661331,0826986158,,,DE31366613310826986158
0000125166,DE,32007903,5896965547,01,Westphal-Schönfeld Logistik GmbH & Co. KG,DE04320079035896965547
0000125445,DE,16089334,4428658886,,Nordwind Lebensmittel & Partner e.K.,DE42160893344428658886
0000125905,DE,36279181,5386078823,,Vogel Service e.K.,DE77362791815386078823
0000125965,DE,50754694,7020197134,01,,DE82507546947020197134
0000126439,AT,93453,19782671227,,,AT439345319782671227
0000127822,DE,69309266,8834242067,01,Kornblum Systeme e.K.,DE32693092668834242067
0000129113,AT,52480,48882741914,,Sonnenfeld-Eichberg Service AG,AT005248048882741914
0000129531,DE,77081925,5737133039,,Eichberg Textil AG,DE39770819255737133039
0000130731,DE,16413530,8334531740,,Bühler Möbel & Partner GmbH & Co. KG,DE12164135308334531740
0000130731,DE,81347929,9211158560,,Bühler Möbel & Partner GmbH & Co. KG,DE67813479299211158560
0000130885,DE,28894543,7793199955,,Schönfeld-Vogel Verpackungen GmbH,DE79288945437793199955
0000130885,DE,28894543,7793199955,,Schönfeld-Vogel Verpackungen GmbH,DE79288945437793199955
0000131830,DE,12050976,6482342236,01,,DE85120509766482342236
0000131962,DE,12683637,0168284979,,,DE75126836370168284979
0000132829,DE,49618871,3753116804,,Sonnenfeld Logistik GmbH,DE70496188713753116804
0000133574,US,259658969,180341464,01,,
0000133574,AT,97966,99714883103,01,Clara Lorenz GmbH,AT599796699714883103
0000134291,DE,41112837,3320252509,,Vogel-Hanse Systeme GmbH,DE81411128373320252509
0000134389,DE,33631297,2193186821,01,,DE30336312972193186821
