LIFNR,EKORG,WAERS,ZTERM,INCO1,MINBW,SPERM,LOEVM
0000072276,P100,EUR,0001,DAP,2500,,
0000072333,P200,GBP,Z060,FCA,0,,
0000072410,P100,EUR,Z030,EXW,500,,
0000072512,P100,EUR,0001,FCA,500,,
0000072512,P200,EUR,NT30,DAP,250,,
0000072755,P100,TRY,0002,CIF,250,,
0000072835,P100,EUR,NT30,DDP,0,,
0000072911,P100,TRY,Z014,FCA,0,,
0000072992,P100,EUR,0001,DAP,100,,
0000072992,P300,XXX,NT30,FCA,0,,
0000073055,P100,EUR,Z014,EXW,2500,,
0000073071,P200,GBP,Z060,DDP,0,,
0000073101,P200,GBP,Z030,FCA,250,,
0000073148,P100,EUR,NT30,EXW,2500,,
0000073169,P100,EUR,NT30,EXW,2500,,
0000073172,P300,USD,NT30,EXW,250,,
0000073203,P200,GBP ,Z030,FCA,0,,
0000073298,P100,EUR,0002,DDP,500,,
0000073298,P300,TRY,0001,DAP,1000,,
0000073403,P100,EUR,NT30,FCA,100,,
0000073457,P200,GBP,Z060,DAP,100,,
0000073625,P100,EUR,NT30,DAP,100,,
0000073625,P300,EUR,NT30,EXW,2500,,
0000073709,P100,EUR,0001,EXW,0,,
0000073713,P200,GBP,Z060,DDP,100,,
0000073713,P300,GBP,Z014,DDP,100,,
0000073760,P200,GBP,0002,EXW,0,,
0000073890,P100,EUR,Z014,FCA,0,,
0000073890,P300,BRL,0001,DAP,2500,,
0000073917,P100,EUR,0002,DDP,1000,,
0000073917,P300,EUR,0001,DDP,100,,
0000074109,P100,EUR,NT30,DAP,250,,
0000074355,P100,VND,Z060,FCA,0,,
0000074446,P100,CNY,Z060,FOB,0,,
0000074498,P100,CNY,0001,FOB,500,,
0000074526,P100,PLN,Z014,DAP,100,,
0000074590,P100,EUR,NT30,EXW,0,,
0000074590,P200,EUR,Z060,DDP,0,,
0000074595,P100,EUR,NT30,EXW,250,,
0000074606,P100,PLN,NT30,FCA,1000,,
0000074606,P300,PLN,NT30,DAP,100,,
0000074634,P100,EUR,Z060,EXW,250,,
0000074671,P100,EUR,Z014,EXW,500,,
0000074693,P100,EUR,NT30,DAP,250,,
0000074704,P200,GBP,NT30,FCA,0,,
0000074768,P200,GBP,0001,EXW,250,,
0000074772,P200,GBP,Z060,DDP,2500,,
0000074783,P100,EUR,0001,DAP,500,,
0000074850,P100,EUR,Z030,FCA,250,,
0000074858,P100,CHF,Z060,DAP,1000,,
0000074858,P300,CHF,Z014,DDP,2500,,
0000074926,P100,EUR,NT30,DDP,500,,
0000074932,P100,EUR,0002,DAP,1000,,
0000074939,P100,EUR,0001,DDP,0,,
0000074939,P300,EUR,Z014,DDP,2500,,
0000074952,P100,EUR,NT30,EXW,500,,
0000075005,P100,EUR,Z030,DDP,250,,
0000075005,P200,EUR,0001,FCA,100,,
0000075235,P100,CZK,Z030,DDP,2500,,
0000075351,P100,EUR,0001,DAP,0,,
0000075375,P100,EUR,0001,EXW,100,,
0000075375,P300,EUR,Z030,DDP,500,,
0000075416,P100,EUR,Z060,FCA,0,,
0000075447,P200,GBP,Z030,EXW,100,,
0000075456,P100,CNY,0002,FCA,1000,,
0000075534,P100,EUR,0002,DAP,100,,
0000075699,P100,USD,0001,CIF,100,,
0000075699,P200,USD,Z030,FCA,100,,
0000075714,P100,CNY,Z060,DDP,0,,
0000075726,P100,XXX,Z060,FCA,1000,,
0000075750,P100,EUR,NT30,DDP,500,,
0000075764,P100,EUR,Z014,DDP,500,,
0000075764,P200,EUR,0002,DDP,500,,
0000075777,P100,EUR,Z060,DDP,500,,
0000075812,P100,EUR,Z030,EXW,1000,,
0000075812,P300,EUR,Z030,EXW,250,,
0000075826,P100,EUR,0001,DDP,100,,
0000075871,P100,TRY,Z030,FCA,1000,,
0000075902,P200,GBP,0001,EXW,0,,
0000075902,P300,GBP,Z060,EXW,1000,,
0000075907,P100,CNY,Z014,CFR,100,,
0000076048,P100,EUR,NT30,FCA,1000,,
0000076126,P100,EUR,NT30,FCA,500,,
0000076221,P100,TRY,Z060,FOB,1000,,
0000076274,P100,EUR,Z030,DAP,500,,
0000076274,P200,EUR,0002,FCA,100,,
0000076324,P100,EUR,NT30,EXW,1000,,
0000076460,P100,EUR,0002,DDP,99999999,,
0000076516,P100,EUR,0001,FCA,100,,
0000076620,P300,USD,Z060,DAP,250,,
0000076665,P100,EUR,Z030,EXW,0,,
0000076693,P100,EUR,Z014,EXW,0,,
0000076696,P100,EUR,0001,DAP,1000,,
0000076728,P100,EUR,NT30,EXW,500,,
0000076748,P100,EUR,Z060,DAP,1000,,
0000076970,P100,EUR,Z030,FCA,0,,
0000076971,P100,EUR,0002,FCA,2500,,
0000076971,P200,EUR,NT30,EXW,2500,,
0000077024,P100,EUR,Z030,FCA,0,,
0000077033,P200,GBP,0001,DDP,500,,
0000077074,P100,EUR,Z060,EXW,250,,
0000077074,P300,EUR,0001,FCA,500,,
0000077074,P300,EUR,0001,FCA,500,,
0000077254,P100,EUR,Z030,FCA,250,,
0000077270,P100,EUR,0001,DDP,250,,
0000077270,P200,EUR,Z014,FCA,250,,
0000077291,P300,USD,Z014,EXW,100,,
0000077302,P100,EUR,Z060,EXW,1000,,
0000077302,P300,EUR,Z030,FCA,2500,,
0000077376,P100,INR,0002,CIF,0,,
0000077376,P300,INR,Z030,FCA,2500,,
0000077400,P100,TRY,0001,CIF,0,,
0000077406,P100,CNY,NT30,CIF,250,,
0000077406,P200,CNY,0002,CFR,0,,
0000077503,P100,EUR,Z060,FCA,1000,,
0000077556,P200,,0002,EXW,1000,,
0000077557,P100,EUR,Z030,DDP,250,,
0000077639,P100,EUR,Z060,DAP,0,,
0000077705,P100,CNY,Z014,CFR,500,,
0000077705,P200,CNY,Z030,FOB,0,,
0000077712,P100,EUR,Z030,FCA,250,,
0000077750,P100,EUR,NT30,FCA,100,,
0000077866,P100,EUR,0001,DAP,100,,
0000077866,P200,EUR,Z030,DAP,1000,,
0000077886,P100,GBP,Z030,DDP,100,,
0000077886,P200,GBP,0001,EXW,250,,
0000077902,P200,GBP,NT30,FCA,0,,
0000077985,P100,TRY,Z030,FOB,0,,
0000077998,P100,GBP,0002,EXW,1000,,
0000077998,P200,GBP,Z014,EXW,100,,
0000078064,P100,PLN,Z014,DDP,100,,
0000078102,P100,CNY,Z030,CFR,1000,,
0000078102,P200,CNY,0002,FOB,500,,
0000078165,P100,PLN,NT30,DDP,0,,
0000078192,P100,EUR,Z030,EXW,2500,,
0000078196,P100,CNY,Z060,FOB,0,,
0000078196,P300,CNY,0001,FCA,2500,,
0000078214,P100,,0001,EXW,1000,,
0000078214,P300,EUR,NT30,DAP,0,,
0000078282,P100,EUR,0001,FCA,500,,
0000078284,P100,VND,Z014,CIF,2500,,
0000078284,P200,VND,NT30,FCA,0,,
0000078326,P100,EUR,Z060,DAP,100,,
0000078342,P100,EUR,Z014,FCA,0,,
0000078358,P100,CNY,0002,CFR,0,,
0000078359,P200,GBP,0001,DAP,2500,,
0000078435,P100,EUR,Z030,FCA,0,,
0000078440,P100,EUR,Z014,FCA,1000,,
0000078489,P100,EUR,Z014,FCA,2500,,
0000078489,P300,EUR,0001,EXW,250,,
0000078491,P100,PLN,NT30,FCA,250,,
0000078491,P300,PLN,0002,EXW,500,,
0000078548,P100,EUR,NT30,DDP,1000,,
0000078603,P200,GBP,NT30,EXW,0,,
0000078630,P100,EUR,Z030,DAP,1000,,
0000078630,P200,EUR,Z030,EXW,250,,
0000078683,P100,EUR,Z014,DAP,1000,,
0000078683,P300,EUR,Z030,DAP,9999999,,
0000078715,P100,EUR,NT30,DAP,2500,,
0000078946,P100,EUR,Z030,FCA,0,,
0000078947,P100,EUR,Z014,DAP,0,,
0000078947,P300,EUR,Z014,EXW,100,,
0000079064,P100,PLN,Z014,EXW,1000,,
0000079095,P100,CNY,NT30,CFR,100,,
0000079101,P100,EUR,Z060,DAP,500,,
0000079115,P100,EUR,NT30,EXW,2500,,
0000079185,P100,EUR,0002,FCA,100,,
0000079293,P200,GBP,Z060,FCA,0,,
0000079303,P100,EUR,NT30,DAP,2500,,
0000079303,P100,EUR,NT30,DAP,2500,,
0000079432,P100,BRL,NT30,FCA,100,,
0000079496,P100,EUR,0002,FCA,0,,
0000079556,P100,USD,0001,CIF,500,,
0000079583,P200,GBP,NT30,FCA,1000,,
0000079620,P200,GBP,0002,DDP,1000,,
0000079680,P100,INR,Z030,FOB,0,,
0000079760,P100,EUR,0002,DDP,100,,
0000079807,P100,CZK,0002,EXW,500,,
0000079823,P100,EUR,0002,DDP,100,,
0000079850,P100,EUR,NT30,EXW,0,,
0000079850,P300,EUR,0002,FCA,2500,,
0000079946,P100,EUR,Z030,DAP,0,,
0000079946,P300,EUR,0002,EXW,0,,
0000079959,P100,EUR,Z014,DDP,2500,,
0000079971,P100,EUR,Z030,DDP,1000,,
0000100393,P100,EUR,Z030,EXW,2500,,
0000100620,P100,EUR,Z014,FCA,100,,
0000100620,P200,EUR,Z030,DDP,500,,
0000101189,P100,EUR,Z030,EXW,1000,,
0000101189,P200,EUR,0002,DDP,250,,
0000101255,P100,CHF,0002,FCA,2500,,
0000101991,P100,EUR,NT30,FCA,0,,
0000102437,P100,EUR,0002,DAP,0,,
0000102802,P100,EUR,Z060,FCA,100,,
0000103092,P100,EUR,0001,DDP,2500,,
0000103092,P300,EUR,Z014,DDP,500,,
0000103650,P100,EUR,0001,DAP,250,,
0000104548,P100,EUR,0001,EXW,2500,,
0000104818,P100,EUR,0001,FCA,1000,,
0000104905,P100,EUR,Z014,FCA,0,,
0000105912,P100,EUR,Z030,FCA,0,,
0000106098,P100,EUR,0002,FCA,500,,
0000106702,P100,EUR,Z014,FCA,0,,
0000106952,P100,EUR,NT30,DDP,100,,
0000107166,P100,EUR,0002,FCA,2500,,
0000108175,P100,EUR,Z060,DDP,500,,
0000108472,P100,EUR,Z014,DDP,0,,
0000108478,P100,EUR,Z014,FCA,0,,
0000109102,P100,EUR,0002,EXW,500,,
0000109104,P100,TRY,Z060,FCA,250,,
0000109104,P200,EUR,0001,DDP,500,,
0000110617,P100,EUR,0002,EXW,2500,,
0000110617,P300,EUR,Z060,DAP,500,,
0000110935,P100,EUR,0001,FCA,250,,
0000111712,P100,EUR,Z030,DDP,250,,
0000111712,P200,EUR,Z030,FCA,100,,
0000112384,P100,EUR,Z060,EXW,100,,
0000112384,P300,EUR,Z060,DDP,2500,,
0000112486,P100,EUR,Z030,EXW,2500,,
0000112659,P100,EUR,NT30,FCA,0,,
0000113244,P100,EUR,Z014,EXW,1000,,
0000113345,P100,EUR,NT30,EXW,100,,
0000113879,P100,EUR,0001,DAP,250,,
0000114189,P100,EUR,0001,EXW,1000,,
0000114533,P100,EUR,Z014,DDP,2500,,
0000114869,P100,EUR,NT30,DDP,1000,,
0000114915,P100,,Z060,DDP,250,,
0000116314,P100,EUR,NT30,DAP,100,,
0000116336,P100,EUR,Z030,DAP,0,,
0000116442,P100,EUR,Z060,FCA,250,,
0000117001,P100,EUR,0002,DDP,1000,,
0000118097,P100,EUR,Z014,FCA,2500,,
0000119537,P100,EUR,NT30,EXW,500,,
0000119901,P100,EUR,0002,EXW,0,,
0000119901,P300,EUR,Z014,EXW,0,,
0000120337,P100,CHF,Z014,FCA,250,,
0000120342,P100,EUR,Z014,FCA,1000,,
0000121534,P100,EUR,Z030,DAP,1000,,
0000121666,P100,EUR,0002,DAP,500,,
0000121666,P300,EUR,0002,EXW,500,,
0000121728,P100,EUR,0002,FCA,500,,
0000122291,P100,EUR,NT30,DDP,0,,
0000123112,P100,EUR,0001,DDP,250,,
0000123112,P300,EUR,NT30,FCA,100,,
0000123207,P100,EUR,NT30,DDP,500,,
0000123378,P100,EUR,Z060,FCA,100,,
0000123378,P200,EUR,NT30,DAP,0,,
0000124059,P100,EUR,Z014,FCA,2500,,
0000124651,P100,EUR,0001,EXW,1000,,
0000125166,P100,EUR,0001,DAP,0,,
0000125166,P300,EUR,Z030,FCA,0,,
0000125905,P100,EUR,Z060,EXW,0,,
0000125965,P100,EUR,Z030,FCA,500,,
0000126439,P100,EUR,Z014,EXW,500,,
0000126439,P300,EUR,Z014,FCA,0,,
0000127822,P100,EUR,Z014,DAP,100,,
0000129113,P100,EUR,NT30,DAP,500,,
0000129531,P100,EUR,0001,EXW,100,,
0000130885,P100,EUR,0001,EXW,500,,
0000130885,P200,EUR,Z014,FCA,0,,
0000131830,P100,EUR,NT30,EXW,2500,,
0000131830,P200,EUR,NT30,EXW,1000,,
0000131962,P100,EUR,Z014,DAP,0,,
0000133574,P100,EUR,0001,FCA,0,,
0000134389,P100,EUR,NT30,DAP,500,,
0000135767,P100,EUR,0002,DDP,0,,
0000135767,P200,EUR,NT30,EXW,100,,
0000135895,P100,EUR,Z060,DAP,100,,
0000136046,P100,EUR,Z030,FCA,1000,,
0000136420,P100,CHF,0002,DDP,100,,
0000136420,P300,CHF,0002,DAP,500,,
0000136948,P100,EUR,Z014,FCA,500,,
0000136982,P100,EUR,Z060,DDP,100,,
0000137190,P100,EUR,0001,EXW,250,,
0000137278,P100,EUR,Z030,EXW,1000,,
0000137528,P100,EUR,0001,EXW,1000,,
0000138396,P100,EUR,NT30,FCA,500,,
0000139322,P100,EUR,0001,DDP,2500,,
0000140289,P100,EUR,Z030,EXW,100,,
0000140416,P100,EUR,NT30,DAP,2500,,
0000140736,P100,EUR,Z060,EXW,100,,
0000140751,P100,EUR,0002,DDP,2500,,
0000141682,P100,EUR,Z030,EXW,250,,
0000141748,P100,EUR,Z030,EXW,100,,
0000141824,P100,EUR,0002,DAP,100,,
0000142126,P100,EUR,Z014,DAP,100,,
0000142126,P300,EUR,Z030,DAP,2500,,
0000142990,P100,EUR,Z060,DAP,0,,
0000143565,P100,EUR,Z060,FCA,1000,,
0000144719,P100,BRL,0001,DAP,250,,
0000144719,P200,EUR,NT30,DDP,250,,
0000145724,P100,EUR,Z060,DDP,2500,,
0000147105,P100,EUR,0002,EXW,0,,
0000147937,P100,CHF,NT30,DDP,0,,
0000148498,P100,EUR,0001,DDP,1000,,
0000149193,P100,EUR,NT30,DDP,500,,
0000149321,P100,EUR,Z060,DDP,0,,
0000149782,P100,EUR,0001,DAP,500,,
0000150188,P100,EUR,Z060,DAP,2500,,
0000150302,P100,EUR,Z030,EXW,1000,,
0000150315,P100,EUR,NT30,EXW,100,,
0000150315,P200,EUR,0001,FCA,500,,
0000150336,P100,EUR,Z060,EXW,250,,
0000150389,P100,EUR,Z014,EXW,250,,
0000150389,P300,EUR,Z014,DDP,2500,,
0000150392,P100,EUR,Z060,DAP,2500,,
0000150392,P200,EUR,Z060,DAP,1000,,
0000150906,P100,EUR,Z014,DDP,250,,
0000150906,P200,EUR,0001,EXW,2500,,
0000151944,P100,EUR,Z060,EXW,2500,,
0000152519,P100,EUR,Z060,FCA,1000,,
0000153383,P100,EUR,0001,DAP,1000,,
0000153630,P100,EUR,Z014,FCA,2500,,
0000153881,P100,CHF,0002,FCA,0,,
0000153885,P100,EUR,Z060,FCA,2500,,
0000153885,P300,EUR,NT30,EXW,250,,
0000154065,P100,CHF,Z030,EXW,250,,
0000154106,P100,EUR,Z060,EXW,100,,
0000154240,P100,EUR,Z060,DAP,-100,,
0000154240,P200,EUR,Z060,DDP,2500,,
0000154300,P100,EUR,0001,DAP,250,,
0000154309,P100,EUR,0001,DDP,0,,
0000154454,P100,EUR,NT30,DAP,100,,
0000154806,P100,EUR,Z030,FCA,2500,,
0000155023,P100,EUR,0002,DDP,1000,,
0000155023,P100,EUR,0002,DDP,1000,,
0000155705,P100,EUR,Z014,EXW,0,,
0000155705,P200,EUR,0001,EXW,1000,,
0000155724,P100,EUR,NT30,FCA,100,,
0000155724,P300,EUR,0001,EXW,-500,,
0000157414,P100,EUR,Z060,EXW,100,,
0000157898,P100,EUR,0001,EXW,0,,
0000159437,P100,EUR,Z014,EXW,2500,,
0000159510,P100,CHF,Z060,EXW,0,,
0000160363,P100,EUR,Z030,DAP,250,,
0000160771,P100,EUR,Z014,EXW,0,,
0000160771,P300,EUR,Z014,DAP,0,,
0000160908,P100,EUR,NT30,FCA,0,,
0000161147,P100,EUR,Z014,DDP,0,,
0000161166,P100,EUR,NT30,DDP,0,,
0000162002,P100,CHF,0001,FCA,0,,
0000162002,P200,CHF,0001,FCA,250,,
0000162196,P100,EUR,NT30,DDP,0,,
0000162598,P100,EUR,0002,DAP,2500,,
0000162850,P100,EUR,0002,FCA,-250,,
0000162989,P100,EUR,Z030,EXW,0,,
0000163550,P100,EUR,Z060,FCA,1000,,
0000164710,P100,EUR,NT30,EXW,1000,,
0000164710,P200,EUR,0002,DDP,0,,
0000165281,P100,EUR,Z060,FCA,100,,
0000165395,P100,EUR,0002,DAP,1000,,
0000165805,P100,EUR,Z060,DDP,0,,
0000165845,P100,EUR,0001,DDP,0,,
0000166707,P100,EUR,NT30,DAP,0,,
0000166833,P100,EUR,Z060,DAP,250,,
0000166833,P300,EUR,Z060,DDP,100,,
0000166960,P100,EUR,0001,DDP,0,,
0000167193,P100,EUR,Z014,DDP,500,,
0000167400,P100,EUR,0002,DDP,2500,,
0000169124,P100,EUR,0001,FCA,500,,
0000169791,P100,EUR,Z060,DAP,250,,
0000170022,P100,EUR,Z014,DDP,500,,
0000170074,P100,EUR,0002,FCA,500,,
0000170391,P100,EUR,Z014,FCA,0,,
0000170391,P200,EUR,0002,FCA,100,,
0000171273,P100,EUR,Z060,DAP,100,,
0000171273,P300,EUR,0002,EXW,500,,
0000171900,P100,EUR,Z014,DDP,500,,
0000172457,P100,EUR,0002,DDP,500,,
0000172558,P100,EUR,Z030,FCA,2500,,
0000174818,P100,EUR,0002,FCA,0,,
0000174958,P100,EUR,Z060,DDP,2500,,
0000175496,P100,EUR,Z014,EXW,2500,,
0000176054,P100,EUR,NT30,EXW,1000,,
0000176054,P200,EUR,Z060,EXW,250,,
0000176116,P100,EUR,0001,EXW,100,,
0000176173,P100,EUR,0001,DAP,0,,
0000176173,P300,EUR,Z014,DDP,2500,,
0000176456,P100,EUR,Z014,EXW,500,,
0000176893,P100,EUR,0002,DDP,100,,
0000176893,P300,EUR,Z014,EXW,1000,,
0000177701,P100,EUR,Z030,DDP,500,,
0000177701,P300,EUR,NT30,DAP,500,,
0000177840,P100,EUR,0002,FCA,1000,,
0000178709,P100,EUR,0001,DAP,250,,
0000178889,P100,EUR,NT30,FCA,500,,
0000179271,P100,EUR,0002,EXW,100,,
0000179412,P100,EUR,Z060,DAP,1000,,
0000181015,P100,EUR,Z030,DDP,250,,
0000181015,P200,EUR,Z030,EXW,0,,
0000181648,P100,EUR,NT30,EXW,500,,
0000182246,P100,EUR,Z030,EXW,2500,,
0000182359,P100,EUR,0002,EXW,2500,,
0000182388,P100,,Z014,FCA,2500,,
0000182899,P100,EURO,0002,FCA,0,,
0000183149,P100,EUR,Z060,EXW,100,,
0000184109,P100,EUR,NT30,DAP,100,,
0000184566,P100,CHF,0001,FCA,0,,
0000184827,P100,EUR,Z030,DAP,250,,
0000185533,P100,EUR,NT30,FCA,0,,
0000185533,P300,EUR,NT30,FCA,250,,
0000185610,P100,EUR,Z030,EXW,500,,
0000185748,P100,EUR,Z060,DAP,250,,
0000186226,P100,EUR,Z014,DAP,1000,,
0000186445,P100,EUR,0002,FCA,0,,
0000186445,P300,EUR,0001,DAP,100,,
0000186703,P100,EUR,Z030,DAP,0,,
0000187309,P100,EUR,Z014,DAP,250,,
0000187397,P100,EUR,0002,EXW,0,,
0000187409,P100,EUR,0001,DAP,500,,
0000187742,P100,EUR,Z014,FCA,2500,,
0000189112,P100,EUR,Z030,FCA,250,,
0000189797,P100,EUR,Z030,DDP,0,,
0000189998,P100,EUR,Z014,DAP,250,,
0000190065,P100,EUR,Z060,DAP,1000,,
0000190196,P100,EUR,Z060,DDP,0,,
0000190342,P100,EUR,0002,DDP,500,,
0000190575,P100,EUR,0002,DAP,2500,,
0000190958,P100,EUR,Z030,DDP,0,,
0000191267,P100,EUR,Z014,EXW,0,,
0000191267,P200,EUR,NT30,DDP,0,,
0000191583,P100,EUR,0001,EXW,250,,
0000191960,P100,EUR,Z060,EXW,250,,
0000192076,P100,EUR,Z014,DDP,1000,,
0000192076,P300,EUR,Z030,DDP,100,,
0000193863,P100,EUR,NT30,DDP,100,,
0000193863,P200,EUR,NT30,DAP,2500,,
0000193956,P100,EUR,0001,DAP,0,,
0000193956,P100,EUR,0001,DAP,0,,
0000193956,P200,EUR,Z014,EXW,0,,
0000194056,P100,EUR,NT30,FCA,500,,
0000195052,P100,EUR,0001,DDP,1000,,
0000195052,P200,EUR,Z014,DDP,250,,
0000195744,P100,EUR,Z030,DDP,0,,
0000195923,P100,EUR,Z060,FCA,100,,
0000196266,P100,EUR,NT30,FCA,100,,
0000197011,P100,EUR,0002,FCA,100,,
0000197052,P100,CHF,0001,DAP,2500,,
0000197292,P100,EUR,0001,EXW,0,,
0000198792,P100,EUR,Z060,FCA,500,,
0000198792,P200,EUR,0002,DDP,0,,
0000199132,P100,EUR,0001,EXW,0,,
0000199132,P300,EUR,Z030,DDP,0,,
0000199225,P100,EUR,NT30,DAP,0,,
0000199933,P100,EUR,Z030,EXW,0,,
0000199933,P300,EUR,0002,DDP,2500,,
0000200343,P300,USD,Z030,DAP,500,,
0000200645,P100,EUR,Z014,DDP,0,,
0000201010,P100,CZK,NT30,DAP,250,,
0000201263,P200,GBP,Z060,DDP,1000,,
0000201690,P100,INR,Z060,FCA,250,,
0000202614,P100,EUR,0001,EXW,1000,,
0000203025,P100,EUR,Z030,EXW,500,,
0000203118,P100,EUR,Z030,FCA,500,,
0000203118,P200,SEK,0002,DAP,500,,
0000203204,P100,VND,0002,FOB,250,,
0000203210,P100,CNY,NT30,FCA,0,,
0000203705,P300,USD,Z030,FCA,0,,
0000203911,P300,USD,Z014,FCA,0,,
0000204377,P200,GBP,0001,DDP,250,,
0000204602,P100,INR,0001,FOB,2500,,
0000204695,P100,VND,0001,FOB,2500,,
0000204907,P100,EUR,0002,FCA,100,,
0000205092,P100,TRY,Z030,CFR,1000,,
0000205662,P100,PLN,NT30,DDP,100,,
0000206309,P100,VND,0002,FCA,500,,
0000206309,P200,VND,0001,CIF,500,,
0000207300,P100,CZK,NT30,DDP,2500,,
0000207494,P100,CNY,Z060,FCA,0,,
0000207542,P100,INR,Z014,CFR,250,,
0000207760,P100,VND,NT30,CFR,250,,
0000207895,P100,EUR,Z030,EXW,1000,,
0000208247,P100,PLN,Z030,DDP,100,,
0000208377,P100,EUR,Z014,FCA,0,,
0000208870,P100,INR,Z060,CIF,2500,,
0000208999,P100,CNY,0002,FOB,1000,,
0000209051,P100,EUR,Z060,DDP,9999999,,
0000209079,P100,GBP,Z014,FCA,500,,
0000209079,P200,GBP,NT30,EXW,0,,
0000209250,P300,USD,0002,DAP,2500,,
0000209873,P100,PLN,0001,DDP,100,,
0000209925,P100,TRY,0001,CIF,1000,,
0000210057,P100,EUR,Z030,DDP,1000,,
0000210057,P200,EUR,Z060,DAP,0,,
0000210392,P100,CNY,Z030,FOB,500,,
0000210785,P100,USD,0001,FCA,1000,,
0000211711,P100,VND,Z060,CIF,500,,
0000211711,P300,VND,Z060,CIF,250,,
0000211804,P300,USD,Z060,DAP,0,,
0000212141,P100,CZK,NT30,FCA,0,,
0000212559,P100,CNY,Z060,FCA,250,,
0000212694,P300,USD,0002,DDP,250,,
0000212867,P200,GBP,NT30,DDP,0,,
0000213003,P100,PLN,0002,FCA,500,,
0000213378,P100,TRY,0002,FOB,100,,
0000213813,P100,CNY,Z014,FCA,100,,
0000214448,P100,CNY,Z014,FCA,0,,
0000214460,P100,EUR,Z060,EXW,0,,
0000214460,P200,EUR,Z060,DAP,250,,
0000214664,P100,CNY,Z030,FOB,1000,,
0000214983,P100,EUR,NT30,DDP,1000,,
0000215464,P100,INR,0001,CIF,500,,
0000215966,P100,VND,Z060,CFR,0,,
0000216270,P200,GBP,Z014,FCA,1000,,
0000216718,P100,EUR,Z060,DDP,1000,,
0000216779,P100,GBP ,Z060,CIF,250,,
0000217506,P300,USD,0001,FCA,100,,
0000218324,P100,TRY,NT30,FCA,250,,
0000218896,P100,VND,NT30,CFR,100,,
0000219149,P100,CZK,Z060,FCA,250,,
0000219729,P100,EUR,Z030,DDP,250,,
0000219784,P100,EUR,0001,DAP,0,,
0000219784,P300,EUR,Z030,FCA,0,,
0000220008,P100,CNY,Z014,CIF,0,,
0000220328,P100,EUR,Z014,DAP,100,,
0000220525,P100,PLN,Z014,DAP,0,,
0000221966,P100,SEK,Z030,DAP,1000,,
0000222229,P100,EUR,0002,EXW,250,,
0000222920,P200,GBP,NT30,EXW,2500,,
0000223023,P100,EUR,0001,FCA,1000,,
0000223207,P100,EUR,NT30,DDP,500,,
0000223300,P300,USD,Z014,FCA,0,,
0000223421,P100,EUR,NT30,EXW,100,,
0000223421,P300,EUR,0001,DDP,0,,
0000224038,P200,GBP,Z030,DAP,500,,
0000224090,P100,USD,0002,CFR,250,,
0000224133,P100,EUR,Z060,FCA,0,,
0000224133,P200,EUR,0002,DDP,100,,
0000224394,P100,VND,Z030,CIF,0,,
