LIFNR,BANKS,BANKL,BANKN,BKONT,KOINH,IBAN
0000000192,US,29063958,353571471686,01,Klöckner Pentaplast Food Films 192,US014210401098527227
0000000193,GB,25100330,592073411222,01,Tereos Pure Sugar & Sweeteners 193,GB85285209768832130438
0000000194,IN,83826394,430450179691,01,AAK Specialty Vegetable Fats 194,IN647286330001794715
0000000195,NL,88545261,468237629424,01,Glanbia Nutritionals Dairy Isolates,NL8145378179930235
0000000196,DE,78006734,375085047452,01,Givaudan Flavours & Fragrances 196,DE31867842317479744134
0000000197,FR,13666354,226316958889,01,Krones Bottling & Canning Machinery,FR0513265626003957820387631
0000000198,DE,33187229,285895191406,01,Klöckner Pentaplast Food Films 198,DE73598153042063240823
0000000199,DE,83617061,522412838238,01,Corbion Lactic Acid & Preservation ,DE41625786460295361677
0000000200,BR,44857450,378983005394,01,Fuchs Food Technology & Blending 20,BR769612409549736740454731858
0000000201,DE,42378692,863563322471,01,Amcor Flexibles Packaging 201,DE51124842019117886469
0000000202,US,24308677,183205115795,01,Lineage Logistics Refrigerated Ware,US026512552398905818
0000000203,GB,65459928,627996277841,01,Barry Callebaut Cocoa Products 203,GB70981340400480294180
0000000204,DE,55960627,12533064753,01,Constantia Flexibles Food Pkg 204,DE92118193218124990257
0000000205,NL,53633699,66541671498,01,DSM-Firmenich Nutritional Products ,NL1378516724171815
0000000206,US,62025032,384206468323,01,Graphic Packaging International 206,US627808746841632466
0000000207,US,60148407,495021719466,01,Klöckner Pentaplast Food Films 207,US755307978000719851
0000000208,IN,20436008,412905051874,01,Stora Enso Brand Activation Display,IN798202502831201308
0000000209,US,97506740,365236250541,01,Geodis Contract Logistics & Haulage,US391823378245556217
0000000210,DE,35870212,180852387021,01,Del Monte Toll Manufacturing 210,DE22951805792192215435
0000000211,IN,52017788,962676135086,01,Tate & Lyle Sweeteners & Starches 2,IN669124143319358659
0000000212,US,55888749,111796540582,01,Barentz Food & Nutrition Distributi,US514703714941863381
0000000213,BR,13409779,683428883675,01,Bühler Food Processing Machinery 21,BR447051752821706833271512854
0000000214,GB,89360217,703059629770,01,Crest Foods Contract Blending 214,GB14937810572739757935
0000000215,FR,76120776,473624417545,01,Gerresheimer Glass Packaging 215,FR4359875940891452405673517
0000000216,DE,33058100,855581069755,01,Festo Pneumatics & Factory Automati,DE34717053151327870511
0000000217,CH,34637932,386986891473,01,Lineage Logistics Refrigerated Ware,CH0117661821452108119
0000000218,DE,21702378,625004947232,01,DSV Road Freight & FMCG Logistics 2,DE55766384132838931086
0000000219,DE,12518334,257483319860,01,DHL Supply Chain Cold-Chain 219,DE60752751180928640546
0000000220,US,52999440,307660554360,01,,US497809832590521208
0000000221,US,98454151,942227536418,01,,US219871672792973281
0000000222,US,36390882,196248211242,01,,US463398746761988848
0000000223,DE,23433419,604492714074,01,,DE49846121822370423775
0000000224,GB,62173273,282632170338,01,,GB47032573745241470095
0000000225,US,40485747,960928883519,01,,US384913235075252438
0000000226,DE,95240472,810217215769,01,,DE02592207078934881874
0000000227,GB,19011856,724133949882,01,,GB26587591465173048509
0000000228,IN,58766793,827402806901,01,,IN808222452366047819
0000000229,NL,34566728,201724848016,01,,NL4845200555353583
0000000230,US,37547678,458726008292,01,Givaudan Flavours & Fragrances 230,US261568790876886511
0000000231,US,71124266,289014849132,01,Smurfit Kappa Corrugated 231,US657754703100759801
0000000232,GB,87875353,196770426128,01,Gerresheimer Glass Packaging 232,GB75665511179772079583
0000000233,DE,45220681,444118715190,01,Bollore Logistics Food Cargo 233,DE51265928623666135949
0000000234,US,90371508,70490991287,01,Lactalis Food Ingredients 234,US684026192972786768
0000000235,DE,20112592,797570011149,01,Constantia Flexibles Food Pkg 235,DE54593366636579038857
0000000236,DE,29047759,936878753269,01,Bollore Logistics Food Cargo 236,DE60097105160825558901
0000000237,DE,30162541,183659341875,01,AAK Specialty Vegetable Fats 237,DE64182257084569916604
0000000238,DE,10292894,755163341897,01,Avery Dennison Label Solutions 238,DE15881430010646894682
0000000239,DE,39305371,882868728054,01,Mondi Industrial Bags & Films 239,DE56129688007891182559
0000000240,DE,30966164,249922665463,01,Merck Millipore Food Microbiology 2,DE42195487237092317603
0000000241,DE,67031028,551854647712,01,FMC BioPolymer Food Texturizers 241,DE76877202478851859239
0000000242,DE,63695915,165974477905,01,TreeHouse Private Brands Co-Packing,DE99204479451554989102
0000000243,DE,91179203,428454192850,01,Amcor Flexibles Packaging 243,DE19513399541365868577
0000000244,DE,83573004,238288131323,01,Stora Enso Brand Activation Display,DE35495446370121582623
0000000245,US,90949736,819311014411,01,AAK Specialty Vegetable Fats 245,US170940820969167077
0000000246,DE,98762878,938277093075,01,Sonoco Products Industrial 246,DE02903055398406436276
0000000247,US,28177418,998707380027,01,Kalsec Natural Herb Extracts & Colo,US067152809949195619
0000000248,DE,83175374,902852924742,01,FMC BioPolymer Food Texturizers 248,DE09358062944155917967
0000000249,GB,10902958,272912747825,01,Cargill Food Ingredients & Starches,GB73273964680041149047
0000000250,DE,99018687,160107014114,01,Schawk Global Pre-Media & Packaging,DE68757551417883826740
0000000251,IN,81745429,951974404928,01,Nutra-Blend Contract Manufacturing ,IN129986437676968906
0000000252,BR,98236069,950902707084,01,Quad Packaging Retail Displays 252,BR532390853037783827662690440
0000000253,GB,11517722,269812692455,01,Endress+Hauser Sanitary Instrumenta,GB88733599297105653197
0000000254,US,42017290,411228396155,01,Symrise Taste & Nutrition Solutions,US953966045136393672
0000000255,CH,37343329,261800614372,01,Glanbia Nutritionals Dairy Isolates,CH3429642099784595901
0000000256,US,25768498,772373915313,01,Ingredion Modified Food Starches 25,US657682206983055538
0000000257,US,42342288,723355391387,01,Huhtamaki Foodservice Packaging 257,US154246913640427279
0000000258,DE,17610836,588824442105,01,HAVI Global Logistics & Supply Chai,DE66161403063228434813
0000000259,IN,87338673,400443881492,01,Mondi Industrial Bags & Films 259,IN207050389095090232
0000000260,IN,11122554,49837920990,01,Sonoco Products Industrial 260,IN156648650201182030
0000000261,US,45204279,174254541512,01,Spirax Sarco Clean Steam Systems 26,US674345216130741938
0000000262,IN,76168894,327135956865,01,Menasha In-Store Merchandising 262,IN622690256692056153
0000000263,DE,94456570,582325502769,01,Schawk Global Pre-Media & Packaging,DE28873485614434094883
0000000264,US,66781775,490757196771,01,Greif Industrial Drum Packaging 264,US046794139330960279
0000000265,IN,66795633,892193045568,01,Gerresheimer Glass Packaging 265,IN043401202342797308
0000000266,DE,72751921,59340794080,01,Bollore Logistics Food Cargo 266,DE34577965473754312874
0000000267,US,94181529,618060325022,01,DHL Supply Chain Cold-Chain 267,US450601274475206516
0000000268,US,68047375,265092681040,01,Pacmoore Dry Blending & Sifting 268,US281762629421512138
0000000269,IN,71765566,681220007018,01,Graphic Packaging International 269,IN862496725311600604
0000000270,GB,35353577,835202706922,01,Ardagh Glass Packaging 270,GB75222665806330861394
0000000271,IN,68574966,759355477779,01,Kalyan Retail Display & POS Solutio,IN605207322617971144
0000000272,BR,37347134,86638355562,01,Corbion Lactic Acid & Preservation ,BR476039708050306153608672082
0000000273,IN,96973592,481471730011,01,C.H. Robinson Worldwide Freight 273,IN475443984182486388
0000000274,GB,64162221,292179298666,01,Del Monte Toll Manufacturing 274,GB97243451996545529729
0000000275,US,77925726,37194760273,01,DSM-Firmenich Nutritional Products ,US563385828742125811
0000000276,GB,83558381,776609777954,01,Constantia Flexibles Food Pkg 276,GB95669329206147981155
0000000277,CH,50827124,550494021986,01,Cargill Food Ingredients & Starches,CH3891345487591466069
0000000278,GB,48939663,426491211044,01,Agrana Fruit Preparations 278,GB53076264495993734427
0000000279,DE,61918178,972490668918,01,Alfa Laval Hygienic Pumps & Valves ,DE62069131808431039764
0000000280,DE,47283410,547880522154,01,Pacmoore Dry Blending & Sifting 280,DE65337839142034588820
0000000281,US,19568531,419393050212,01,Kerry Taste & Nutrition Ingredients,US331882754218259907
0000000282,DE,52718471,519920449387,01,Kalyan Retail Display & POS Solutio,DE87494068295417306506
0000000283,FR,47309443,77221528686,01,AptarGroup Dispensing Systems 283,FR2607684488548312232030273
0000000284,US,76054312,18109731240,01,Nutra-Blend Contract Manufacturing ,US546220387064162680
0000000285,GB,41308738,103947990586,01,DSV Road Freight & FMCG Logistics 2,GB35915684812544243396
0000000286,US,18951475,991047880647,01,Bunge Refined Edible Oils 286,US429510578368682516
0000000287,GB,39498788,472980399614,01,Americold Temperature-Controlled 28,GB06736248250910482990
0000000288,US,22384634,894274711372,01,Refresco Beverages Bottling 288,US587452133336504117
0000000289,US,39536435,523498935160,01,Avery Dennison Label Solutions 289,US169011480779327560
0000000290,US,84113583,891263260515,01,Quad Packaging Retail Displays 290,US443264435088568740
0000000291,IN,88273836,353465640580,01,Krones Bottling & Canning Machinery,IN405397618225458963
0000000292,DE,30258512,650561384856,01,Chr. Hansen Food Cultures & Enzymes,DE31166087580965687078
0000000293,US,13563869,910024914781,01,DSM-Firmenich Nutritional Products ,US493790141415362276
0000000294,DE,68607363,334552971057,01,Kallfass Shrink Wrap Solutions 294,DE64070446878913484778
0000000295,US,98342130,971227949318,01,Ball Beverage Packaging Corp 295,US233083601046822823
0000000296,DE,78330356,230941360273,01,FMC BioPolymer Food Texturizers 296,DE10089677997815437876
0000000297,DE,15029740,703582687376,01,Hearthside Food Solutions Co-Packin,DE48658163724244807277
0000000298,DE,67347605,331513963445,01,Agrana Fruit Preparations 298,DE80213246839371966259
0000000299,IN,37967928,42707011675,01,Americold Temperature-Controlled 29,IN183373182339356224
0000000300,IN,62218908,328307878205,01,Tetra Pak Packaging Systems 300,IN234211755694796443
0000000301,DE,31684479,185243616611,01,Ball Beverage Packaging Corp 301,DE06456980722460582440
0000000302,DE,27241808,892598666199,01,Spirax Sarco Clean Steam Systems 30,DE71469970196975638184
0000000303,DE,70722769,136118295450,01,Quad Packaging Retail Displays 303,DE53440133219078162650
0000000304,DE,38018859,485151038959,01,TreeHouse Private Brands Co-Packing,DE95846044013812627348
0000000305,DE,58385021,969232864283,01,Sealed Air Protective Packaging 305,DE38305273057768637644
0000000306,DE,45260096,103271300867,01,Refresco Beverages Bottling 306,DE20287839730729979254
0000000307,DE,34235418,252409963742,01,Graphic Packaging International 307,DE53790927634513165548
0000000308,DE,38676458,147301737305,01,Diversey Hygiene & CIP Solutions 30,DE80032440168507590200
0000000309,NL,18713806,251182577873,01,Ball Beverage Packaging Corp 309,NL4511845506454178
0000000310,DE,64565700,605054142569,01,Nutra-Blend Contract Manufacturing ,DE60886280917001094369
0000000311,DE,12532270,360382591596,01,Barry Callebaut Cocoa Products 311,DE91202144103510842851
0000000312,DE,28338178,40848171225,01,Klüber Food-Grade Lubricants 312,DE03851131097781252516
0000000313,US,58803874,568715371963,01,Fonterra Dairy Commodities 313,US397172842135286402
0000000314,US,78719319,470998479224,01,Kerry Taste & Nutrition Ingredients,US110892764982563683
0000000315,GB,22363487,758351375981,01,Novelis Aluminum Can Sheet 315,GB13933827317856432732
0000000316,IN,88061689,407724680677,01,Bollore Logistics Food Cargo 316,IN187993763566478587
0000000317,IN,30682411,221287309742,01,Kerry Taste & Nutrition Ingredients,IN879452306864169326
0000000318,BR,65139902,364133165969,01,Ardagh Glass Packaging 318,BR546073524667770086518514008
0000000319,US,73617029,418173603960,01,Constantia Flexibles Food Pkg 319,US067792689908322112
0000000320,GB,36368322,845356868875,01,NFI Dedicated Fleet & Crossdock 320,GB27332158182728547586
