LIFNR,BUKRS,AKONT,ZTERM,ZWELS,HBKID,SPERR,LOEVM
0000000156,4000,211200,0030,B,HSBC,,
0000000156,1000,211200,0060,E,HSBC,,
0000000157,2000,160000,Z060,U,BNP1,,
0000000157,1000,160000,0001,U,CITI,,
0000000158,4000,160200,0001,C,BK02,,
0000000159,4000,160200,0001,C,CITI,,
0000000160,4000,211200,0001,U,BK01,,
0000000160,1000,211000,0007,B,CITI,,
0000000161,1000,160200,0001,T,BK01,,
0000000162,3000,160100,0090,E,CITI,,
0000000163,1000,160100,0001,T,BK01,,
0000000164,5000,160100,Z090,B,DB01,,
0000000165,2000,160000,Z090,E,BK01,,
0000000166,4000,211000,0014,E,BNP1,,
0000000167,1000,160100,0007,E,BK01,,
0000000168,1000,160200,0090,C,BK03,,
0000000169,1000,160000,0030,C,BK01,,
0000000170,1000,160100,Z030,B,HSBC,,
0000000171,2000,160000,0030,T,BK01,,
0000000171,1000,160000,0014,E,BK02,,
0000000172,3000,160200,0090,B,BNP1,,
0000000173,1000,160200,0014,B,CITI,,
0000000174,1000,160000,0007,T,BK03,,
0000000175,3000,160100,Z060,U,DB01,,
0000000176,1000,160200,0090,B,BK03,,
0000000177,2000,160100,Z090,U,BK03,,
0000000178,1000,211200,0007,T,BK03,,
0000000179,1000,211200,Z060,U,BK01,,
0000000180,1000,160100,Z090,C,BK03,,
0000000181,4000,160100,0007,U,BNP1,,
0000000182,2000,160100,0001,C,BNP1,,
0000000183,1000,211000,0007,T,CITI,,
0000000184,1000,160200,0060,B,CITI,,
0000000185,3000,160000,0001,U,DB01,,
0000000186,3000,211000,0001,E,CITI,,
0000000187,1000,160100,0030,E,BK02,,
0000000188,2000,211200,0001,U,BK01,,
0000000189,1000,160200,0001,B,DB01,,
0000000190,3000,160200,0030,T,BK03,,
0000000191,2000,211200,Z030,E,DB01,,
0000000192,2000,160000,0007,B,CITI,,
0000000193,3000,160200,Z090,E,CITI,,
0000000194,4000,211200,Z090,U,BK02,,
0000000195,1000,211000,0030,C,BK01,,
0000000196,1000,160200,0007,C,DB01,,
0000000197,1000,160200,Z030,T,HSBC,,
0000000198,1000,160200,0060,B,BK01,,
0000000199,1000,211200,0090,U,DB01,,
0000000200,5000,211000,0001,E,BK01,,
0000000200,1000,211000,0001,U,CITI,,
0000000201,1000,211200,0030,E,BK01,,
0000000202,2000,160000,0060,B,HSBC,,
0000000203,3000,160000,Z060,C,BK03,,
0000000204,1000,160200,0060,E,BK02,,
0000000205,1000,160100,0014,B,BNP1,,
0000000206,2000,160000,0001,C,BNP1,,
0000000206,1000,211200,Z060,B,BK03,,
0000000207,2000,160100,0001,U,BK03,,
0000000207,1000,160000,0090,B,BNP1,,
0000000208,4000,160100,0090,T,BK01,,
0000000208,1000,211200,Z060,T,HSBC,,
0000000209,2000,160100,0090,B,BK03,,
0000000209,1000,211000,0007,E,BK03,,
0000000210,1000,160200,0090,U,CITI,,
0000000211,4000,160200,Z060,U,HSBC,,
0000000212,2000,160200,0001,U,BK02,,
0000000212,1000,211200,0001,T,HSBC,,
0000000213,5000,160200,Z090,B,DB01,,
0000000214,3000,160200,0030,E,DB01,,
0000000215,1000,160100,Z030,T,BK01,,
0000000216,1000,160100,Z090,B,BNP1,,
0000000217,1000,211000,Z090,T,DB01,,
0000000218,1000,160000,Z060,B,HSBC,,
0000000219,1000,160200,0030,B,BK03,,
0000000220,2000,160200,0030,U,BK02,,
0000000221,2000,160000,0030,E,BNP1,,
0000000222,2000,211000,0090,T,BK03,,
0000000223,1000,160000,0090,E,HSBC,,
0000000224,3000,211000,0030,B,DB01,,
0000000225,2000,160100,Z090,C,DB01,,
0000000226,1000,211200,0014,B,BK03,,
0000000227,3000,160200,0090,T,BK01,,
0000000228,4000,211200,0014,B,CITI,,
0000000229,1000,160100,0014,E,BK01,,
0000000230,2000,211000,0060,B,BNP1,,
0000000230,1000,211000,0007,C,DB01,,
0000000231,2000,211000,0001,C,BK01,,
0000000231,1000,160100,Z090,B,CITI,,
0000000232,3000,160200,0014,E,BNP1,,
0000000233,1000,160200,0007,U,DB01,,
0000000234,2000,211200,0007,T,BK01,,
0000000235,1000,160200,Z060,E,BNP1,,
0000000236,1000,211000,0060,E,BNP1,,
0000000237,1000,160100,Z090,T,BK02,,
0000000238,1000,211200,0090,E,CITI,,
0000000239,1000,160100,Z090,B,BK03,,
0000000240,1000,160000,0030,U,CITI,,
0000000241,1000,211200,Z090,B,HSBC,,
0000000242,1000,211000,0060,U,CITI,,
0000000243,1000,160100,0014,T,DB01,,
0000000244,1000,160100,Z030,B,BK03,,
0000000245,2000,211200,0090,T,BK03,,
0000000246,1000,160000,0060,U,CITI,,
0000000247,2000,160100,0060,U,HSBC,,
0000000248,1000,160100,0060,C,BK01,,
0000000249,3000,211200,0014,T,HSBC,,
0000000250,1000,211200,Z090,C,BK01,,
0000000251,4000,160000,0090,C,BK03,,
0000000252,5000,211200,Z030,E,HSBC,,
0000000253,3000,211000,0060,T,BNP1,,
0000000253,1000,160000,Z060,E,CITI,,
0000000254,2000,160100,0060,T,BK03,,
0000000255,1000,160100,0007,U,BK02,,
0000000256,2000,160200,Z060,B,BNP1,,
0000000257,2000,160200,0001,E,BK01,,
0000000258,1000,211200,0090,C,DB01,,
0000000259,4000,160000,0001,C,BK02,,
0000000260,4000,160100,0030,U,CITI,,
0000000261,2000,160100,Z060,U,BK02,,
0000000261,1000,160100,0007,B,DB01,,
0000000262,4000,160100,0001,E,BK01,,
0000000263,1000,211200,0030,C,BK01,,
0000000264,2000,160200,Z030,B,BK02,,
0000000265,4000,211000,Z090,C,BK03,,
0000000266,1000,160200,Z060,E,DB01,,
0000000267,2000,211200,0090,B,CITI,,
0000000268,2000,160100,0007,U,CITI,,
0000000269,4000,160200,0030,E,BK01,,
0000000270,3000,160200,0007,U,BNP1,,
0000000270,1000,211000,0014,E,DB01,,
0000000271,4000,211000,Z030,C,BK01,,
0000000272,5000,211200,0030,E,BK01,,
0000000273,4000,160200,0060,U,CITI,,
0000000274,3000,211000,Z030,E,BK03,,
0000000275,2000,160200,Z060,C,BK03,,
0000000276,3000,160000,0060,E,CITI,,
0000000277,1000,160100,Z090,C,DB01,,
0000000278,3000,211200,0090,C,HSBC,,
0000000279,1000,160000,Z030,T,DB01,,
0000000280,1000,160200,Z090,T,BNP1,,
0000000281,2000,160100,0090,B,BK02,,
0000000281,1000,160100,Z090,E,DB01,,
0000000282,1000,160200,0014,U,BK03,,
0000000283,1000,211200,0030,T,BK01,,
0000000284,2000,211200,0007,B,CITI,,
0000000285,3000,160000,0014,U,BK03,,
0000000286,2000,160100,0001,U,BNP1,,
0000000286,1000,160000,Z030,E,BK02,,
0000000287,3000,160200,0007,T,BK01,,
0000000288,2000,211000,0001,T,BNP1,,
0000000289,2000,211200,0014,T,BNP1,,
0000000290,2000,211000,0030,B,DB01,,
0000000291,4000,160200,Z030,B,BNP1,,
0000000292,1000,160200,Z060,C,BK01,,
0000000293,2000,211200,Z060,E,BK03,,
0000000294,1000,160100,Z030,B,BK03,,
0000000295,2000,211200,Z090,C,CITI,,
0000000296,1000,211000,Z030,U,DB01,,
0000000297,1000,160000,Z060,C,HSBC,,
0000000298,1000,211000,0030,E,BK03,,
0000000299,4000,160000,0060,U,BK02,,
0000000300,4000,160000,0007,B,BK02,,
0000000301,1000,211000,0030,T,BK02,,
0000000302,1000,211000,Z090,B,DB01,,
0000000303,1000,211000,0060,E,BK03,,
0000000304,1000,160100,0001,U,BNP1,,
0000000305,1000,211000,0001,U,BNP1,,
0000000306,1000,211200,Z060,B,CITI,,
0000000307,1000,160100,0090,E,BNP1,,
0000000308,1000,211200,0007,T,CITI,,
0000000309,1000,211000,0014,T,BK02,,
0000000310,1000,160000,0014,C,CITI,,
0000000311,1000,160000,0001,E,CITI,,
0000000312,1000,211200,Z060,C,BNP1,,
0000000313,2000,211000,Z030,T,BK03,,
0000000314,2000,160200,0060,B,BK03,,
0000000314,1000,211200,0090,B,BNP1,,
0000000315,3000,160200,Z090,C,DB01,,
0000000315,1000,211200,0090,B,HSBC,,
0000000316,4000,211000,0030,U,BNP1,,
0000000317,4000,160100,0014,B,BNP1,,
0000000318,5000,160000,0090,E,BK02,,
0000000319,2000,160000,0001,U,BNP1,,
0000000319,1000,160100,0030,T,HSBC,,
0000000320,3000,160000,0001,B,CITI,,
0000000321,1000,160000,0090,B,BK02,,
0000000322,1000,160000,0030,U,BK03,,
0000000323,1000,211000,0060,U,HSBC,,
0000000324,1000,160200,Z090,B,BNP1,,
0000000325,2000,160000,0014,T,BNP1,,
0000000326,4000,160100,0060,B,BK01,,
0000000327,2000,211200,Z030,U,HSBC,,
0000000327,1000,211200,0060,B,BNP1,,
0000000328,2000,160100,0014,T,DB01,,
0000000329,1000,160100,0007,B,BK02,,
0000000330,1000,211000,0001,U,BK01,,
0000000331,4000,160000,0014,B,DB01,,
0000000332,1000,211000,0090,U,HSBC,,
0000000333,2000,160100,Z090,E,CITI,,
0000000334,2000,211000,0090,U,DB01,,
0000000335,1000,211200,0007,B,DB01,,
0000000336,2000,160100,0060,C,DB01,,
0000000337,3000,211000,Z060,U,BNP1,,
0000000338,4000,211000,0090,C,BK01,,
0000000338,1000,160200,Z060,U,BNP1,,
0000000339,1000,211200,Z090,C,CITI,,
0000000340,1000,160000,0030,E,BK03,,
0000000341,1000,160000,0060,U,BK01,,
0000000342,1000,160200,Z090,T,HSBC,,
0000000343,4000,160200,Z060,E,BK01,,
0000000344,1000,160200,0060,T,HSBC,,
0000000345,3000,211000,Z060,E,BK02,,
0000000346,1000,211200,0007,T,BK03,,
0000000347,3000,160100,0014,C,BK01,,
0000000347,1000,211000,0007,T,CITI,,
0000000348,3000,160000,0090,T,DB01,,
0000000349,5000,160100,0001,U,DB01,,
0000000350,1000,160200,0014,B,BNP1,,
0000000351,2000,211200,0001,E,CITI,,
0000000352,4000,160000,0007,C,DB01,,
0000000353,3000,160100,0060,T,BK02,,
0000000354,5000,160200,0030,B,CITI,,
0000000355,1000,160000,0060,U,HSBC,,
0000000356,2000,160200,Z060,B,DB01,,
0000000357,1000,211200,Z060,T,BK01,,
0000000358,2000,160100,0007,C,BK03,,
0000000359,1000,160000,0014,T,BK02,,
0000000360,4000,211000,0007,C,BK03,,
0000000361,5000,160100,0014,U,BK01,,
0000000362,3000,160200,0014,U,BK02,,
0000000363,1000,211000,0030,C,BK03,,
0000000364,4000,160100,0060,U,BNP1,,
0000000365,1000,160000,Z060,U,HSBC,,
0000000366,3000,211200,Z060,C,BK01,,
0000000367,2000,211200,Z030,C,HSBC,,
0000000368,2000,211000,0090,U,BK02,,
0000000369,1000,211200,Z090,U,BK01,,
0000000370,1000,160100,0060,C,CITI,,
0000000371,1000,160000,Z090,C,CITI,,
0000000372,5000,211200,0090,U,HSBC,,
0000000372,1000,211000,0001,U,BNP1,,
0000000373,5000,160200,0001,C,CITI,,
0000000373,1000,211000,0090,U,BNP1,,
0000000374,2000,160100,0090,U,BK02,,
0000000375,1000,160100,0001,E,DB01,,
0000000376,2000,211200,Z030,E,CITI,,
0000000377,1000,160200,0090,B,BK03,,
0000000378,1000,211000,0060,T,BK02,,
0000000379,2000,211200,0007,E,CITI,,
0000000380,2000,211200,Z030,B,BK01,,
0000000381,2000,160100,0060,B,BNP1,,
0000000381,1000,211200,0030,B,DB01,,
0000000382,2000,160200,0001,T,BK03,,
0000000382,1000,160100,0090,E,CITI,,
0000000383,2000,160000,0014,C,BK02,,
0000000383,1000,160200,0060,T,BK02,,
0000000384,1000,160100,Z030,T,BNP1,,
0000000385,1000,211200,0090,T,CITI,,
0000000386,4000,160000,Z060,B,BNP1,,
0000000386,1000,211000,0030,E,BNP1,,
0000000387,1000,211000,0030,T,CITI,,
0000000388,1000,160100,Z030,U,BK03,,
0000000389,3000,211000,Z030,B,BK01,,
0000000390,3000,211200,0001,C,HSBC,,
0000000391,1000,160100,0090,U,BK03,,
0000000392,1000,160000,Z030,T,BNP1,,
0000000393,1000,211000,0030,T,BK02,,
0000000394,3000,160000,0090,E,BNP1,,
0000000395,1000,160100,0060,U,CITI,,
0000000396,4000,211000,0001,U,CITI,,
0000000397,1000,211000,Z090,T,CITI,,
0000000398,1000,160200,0007,E,DB01,,
0000000399,3000,160100,0090,C,HSBC,,
0000000400,2000,211000,0001,E,BNP1,,
0000000401,2000,211000,Z030,T,BK03,,
0000000402,5000,160000,Z060,B,BK03,,
0000000403,2000,160200,Z090,U,BK01,,
0000000404,1000,211000,Z090,E,DB01,,
0000000405,4000,160100,0001,U,BNP1,,
0000000406,3000,160100,Z090,B,BNP1,,
0000000407,2000,211000,0001,E,BK03,,
0000000408,2000,211000,Z060,U,BK01,,
0000000408,1000,211200,0090,U,CITI,,
0000000409,5000,160200,0001,B,BK03,,
0000000410,5000,160200,Z030,T,CITI,,
0000000410,1000,160200,0060,T,HSBC,,
0000000411,1000,160000,Z090,E,BK02,,
0000000412,1000,211200,0007,C,BNP1,,
0000000413,1000,211000,Z030,U,BK03,,
0000000414,3000,211200,0030,B,HSBC,,
0000000415,2000,160000,0090,U,BK01,,
0000000416,1000,160000,Z030,B,BNP1,,
0000000417,3000,160200,Z030,E,BK01,,
0000000417,1000,160100,0060,T,DB01,,
0000000418,5000,160000,0030,B,BK03,,
0000000419,2000,211200,Z090,B,DB01,,
0000000420,2000,160000,0090,B,CITI,,
0000000421,1000,211000,0060,C,BK03,,
0000000422,1000,160000,Z030,C,BNP1,,
0000000423,1000,160000,Z030,C,BK01,,
0000000424,2000,160100,0060,U,CITI,,
0000000425,5000,160200,0007,C,BK02,,
0000000426,2000,160200,0030,T,HSBC,,
0000000426,1000,160200,Z060,B,CITI,,
0000000427,3000,160200,Z090,E,CITI,,
0000000428,2000,160000,0090,U,BK03,,
0000000429,5000,211000,0014,E,DB01,,
0000000430,4000,160100,Z090,C,BNP1,,
0000000431,1000,211000,0001,B,BK01,,
0000000432,1000,211200,0090,T,BK02,,
0000000433,2000,211200,0090,U,BK03,,
0000000434,4000,211000,Z060,T,BK02,,
0000000435,5000,160100,0090,B,CITI,,
0000000436,2000,160000,0060,B,BNP1,,
0000000437,1000,160100,Z030,B,BK02,,
0000000438,2000,160000,0007,E,BK02,,
0000000439,1000,160000,0060,C,DB01,,
0000000440,1000,211000,Z090,E,BK03,,
0000000441,1000,211000,0060,U,DB01,,
0000000442,1000,160000,0090,B,HSBC,,
0000000443,1000,160100,Z030,E,DB01,,
0000000444,1000,211000,0014,C,CITI,,
0000000445,4000,211200,0090,E,BNP1,,
0000000446,3000,160000,Z030,B,BNP1,,
0000000446,1000,211000,Z030,E,BK02,,
0000000447,4000,211200,0030,C,HSBC,,
0000000448,2000,160000,Z030,T,BK03,,
0000000449,1000,160100,Z060,T,BK03,,
0000000450,1000,211200,Z030,B,HSBC,,
0000000451,1000,160100,Z060,U,BNP1,,
0000000452,1000,160100,Z060,C,BK03,,
0000000453,2000,160000,0001,C,HSBC,,
0000000453,1000,211000,Z060,C,BNP1,,
0000000454,4000,160100,0014,E,HSBC,,
0000000455,3000,211200,0090,C,BK02,,
0000000456,1000,160000,0001,T,BNP1,,
0000000457,2000,211200,Z060,E,BK01,,
0000000458,2000,160200,Z090,T,BNP1,,
0000000459,1000,211200,0001,E,CITI,,
0000000460,1000,160000,0060,E,DB01,,
0000000461,2000,160000,0090,E,BNP1,,
0000000462,3000,211000,Z030,T,BK01,,
0000000463,3000,160200,0007,C,BK03,,
0000000463,1000,211000,0090,C,BK02,,
0000000464,1000,160100,0060,T,BK03,,
0000000465,4000,160000,Z060,E,DB01,,
0000000466,1000,160200,0090,U,BNP1,,
0000000467,1000,211000,0060,B,BK03,,
0000000468,1000,160100,0014,B,BK03,,
0000000469,1000,160200,0090,U,BK03,,
0000000470,2000,160100,0060,E,BNP1,,
0000000471,1000,160200,0014,C,BK02,,
0000000472,1000,211000,0060,C,BK01,,
0000000473,5000,211200,0060,C,HSBC,,
0000000474,4000,160200,Z090,B,CITI,,
0000000474,1000,211000,0014,U,BNP1,,
0000000475,1000,211200,0090,B,BK03,,
0000000476,1000,211000,0014,B,CITI,,
0000000477,1000,211000,0001,T,BK03,,
0000000478,2000,160100,0030,C,BK03,,
0000000479,1000,160000,0030,U,CITI,,
0000000480,1000,160000,Z090,C,BNP1,,
0000000481,1000,160000,Z030,T,BK03,,
0000000482,2000,160200,Z090,B,DB01,,
0000000483,1000,160000,0001,E,HSBC,,
0000000484,3000,160100,0060,C,BNP1,,
0000000485,1000,160100,0030,E,BK02,,
0000000486,2000,211200,0060,B,BK03,,
0000000486,1000,160000,0030,T,BK02,,
0000000487,1000,160000,0030,C,BK02,,
0000000488,5000,211200,Z060,E,BK01,,
0000000489,3000,160000,0090,T,BK02,,
0000000490,1000,211000,0007,E,BK02,,
0000000491,2000,211200,0030,B,CITI,,
0000000491,1000,160200,0001,B,CITI,,
0000000492,1000,160000,Z060,C,HSBC,,
0000000493,4000,211200,Z060,T,BK03,,
0000000494,2000,211200,0060,E,BNP1,,
0000000495,4000,211200,Z060,B,BK03,,
0000000495,1000,160200,0060,B,BK02,,
0000000496,2000,211200,Z090,U,BNP1,,
0000000497,3000,160100,Z060,T,BK03,,
0000000498,1000,211200,Z060,E,BK02,,
0000000499,2000,211000,0060,T,DB01,,
0000000499,1000,211000,0090,B,DB01,,
0000000500,2000,160000,0030,C,BK03,,
0000000500,1000,211200,0060,U,DB01,,
0000000501,2000,160000,0060,B,BK02,,
0000000502,2000,160100,0090,C,BK02,,
0000000503,5000,160100,0014,B,BNP1,,
0000000504,1000,211200,Z060,B,DB01,,
0000000505,4000,160200,0030,U,CITI,,
0000000506,2000,160200,0090,C,BK03,,
0000000507,1000,160200,0090,E,BK03,,
0000000508,2000,211000,Z030,T,DB01,,
0000000509,5000,160000,Z030,U,BNP1,,
0000000510,1000,211000,0060,T,DB01,,
0000000511,4000,160100,0060,U,DB01,,
0000000512,1000,160200,Z030,E,BK03,,
0000000513,1000,160100,0030,B,HSBC,,
0000000514,2000,160200,0007,T,BK02,,
0000000515,3000,211000,Z060,T,DB01,,
0000000515,1000,211000,Z060,C,BK03,,
0000000516,2000,211200,Z030,T,BK01,,
0000000517,1000,160200,0060,B,BK03,,
0000000518,3000,160200,0007,E,BK02,,
0000000519,2000,160000,0090,E,DB01,,
0000000520,1000,160100,0060,B,BK02,,
0000000521,5000,211000,0030,U,HSBC,,
0000000522,1000,160200,Z090,B,DB01,,
0000000523,1000,160000,0014,T,DB01,,
0000000524,2000,160200,0090,E,BNP1,,
0000000525,1000,160100,0090,E,BK02,,
0000000526,4000,160200,0030,U,BK03,,
0000000527,2000,160000,0014,T,BNP1,,
0000000528,1000,211000,Z060,T,DB01,,
0000000529,1000,211200,0090,T,HSBC,,
0000000530,2000,160000,Z090,U,DB01,,
0000000531,1000,160200,0090,T,BNP1,,
0000000532,4000,160000,Z090,T,HSBC,,
0000000532,1000,160100,Z090,T,HSBC,,
0000000533,1000,211200,0030,T,DB01,,
0000000534,1000,160200,Z060,E,BNP1,,
0000000535,1000,160200,0007,C,BNP1,,
0000000536,3000,211000,Z090,E,BK01,,
0000000537,3000,160200,0001,B,DB01,,
0000000538,1000,160000,0030,U,CITI,,
0000000539,5000,160100,0090,B,CITI,,
0000000539,1000,160100,0090,B,BK02,,
0000000540,2000,160100,0030,U,BK02,,
0000000540,1000,160000,0001,B,HSBC,,
0000000541,5000,160000,0014,B,BK03,,
0000000542,5000,160200,0090,C,BNP1,,
0000000543,1000,160200,0014,E,BK03,,
0000000544,1000,160100,0090,T,BK02,,
0000000545,2000,211000,0007,E,BK01,,
0000000546,2000,160100,Z030,T,CITI,,
0000000547,1000,160100,0030,E,HSBC,,
0000000548,5000,160000,0014,B,HSBC,,
0000000549,2000,160000,0014,C,BK01,,
0000000550,4000,211200,0090,U,CITI,,
