LIFNR,KTOKK,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,LOEVM,SPERM,ERDAT
0000000017,ZCRO,IQVIA Clinical Research Solutions,Biologics Development Div,IQVIACLIN,320 Science Park Road,Hyderabad,500072,IN,EN,+82-298-4324925,regulatory@iqvia.clinical.research.s.com,36AAACD7099V1Z5,,,2019-05-20
0000000018,ZEXC,Gattefosse Lipid Excipients Europe,,GATTEFOSSE,11 Genome Valley Phase 2,Ahmedabad,382213,IN,EN,+18-244-7645697,regulatory@gattefosse.lipid.excipien.com,36AAACD5732K1Z4,,,2016-02-28
0000000019,ZAPI,Divi's Laboratories Custom Synthesi,,DIVISLAB,164 HITEC City Bio Park,Mumbai,400072,IN,EN,+47-794-3110823,regulatory@divis.laboratories.custom.com,36AAACD7331B1Z8,,,2019-03-09
0000000020,ZPKG,Datwyler Pharma Packaging Rubber Pl,Cold-Chain Depôt,DATWYLERP,89 Pharma City Industrial Zone,Geneva,1202,CH,DE,+85-821-6815088,regulatory@datwyler.pharma.packaging.com,CHE-779.318.522,,,2021-01-23
0000000021,ZPKG,Gerresheimer Primary Packaging Glas,,GERRESHEIM,322 Silicon Docks,Hyderabad,500078,IN,EN,+3-452-6649373,regulatory@gerresheimer.primary.pack.com,36AAACD4534G1Z9,,,2018-06-01
0000000022,ZAPI,Dishman Carbogen Amcis APIs,,DISHMANCA,121 Route de Crassier,Schaffhausen,8200,CH,DE,+22-913-8501949,regulatory@dishman.carbogen.amcis.ap.com,CHE-474.737.395,,,2022-08-25
0000000023,ZCRO,SGS Health Science Bioanalytical Te,,SGSHEALTH,303 Biotechpark Freiburg,Lausanne,1015,CH,DE,+12-477-4717920,regulatory@sgs.health.science.bioana.com,CHE-298.179.866,,,2024-01-12
0000000024,ZEXC,Thermo Fisher Scientific Fisher Che,,THERMOFIS,23 Novartis Campus Basel,London,WC1E 6BT,GB,EN,+63-347-1075303,regulatory@thermo.fisher.scientific..com,GB377996111,,,2016-09-29
0000000025,ZAPI,Aarti Industries Specialty Intermed,,AARTIINDU,162 Discovery Boulevard,Basel,4058,CH,DE,+3-846-7125046,regulatory@aarti.industries.specialt.com,CHE-394.308.368,X,,2023-12-31
0000000026,ZPKG,Gerresheimer Primary Packaging Glas,,GERRESHEIM,280 Innovation Parkway,Bengaluru,560100,IN,EN,+20-300-7068340,regulatory@gerresheimer.primary.pack.com,36AAACD4264Q1Z6,X,,2023-03-08
0000000027,ZMRO,Steris Life Sciences GMP Decontamin,Sterile Fill-Finish Unit,STERISLIF,8 Pashamylaram Industrial Area,Hyderabad,500090,IN,EN,+78-734-5288806,regulatory@steris.life.sciences.gmp..com,36AAACD8118P1Z9,X,,2023-06-10
0000000028,ZCRO,Eurofins BioPharma Testing Laborato,API Custom Synthesis Wing,EUROFINSB,137 HITEC City Bio Park,Ahmedabad,382213,IN,EN,+8-553-2024843,regulatory@eurofins.biopharma.testin.com,36AAACD4431L1Z8,X,,2021-10-16
0000000029,ZCLD,World Courier Biopharma Cold-Chain,,WORLDCOUR,244 HITEC City Bio Park,Lausanne,1015,CH,DE,+99-381-3222089,regulatory@world.courier.biopharma.c.com,CHE-997.231.497,X,,2021-11-24
0000000030,ZCRO,Catalent Pharma Solutions Softgel &,Cold-Chain Depôt,CATALENTP,308 IDA Bollaram Road,Frankfurt,65926,DE,DE,+45-280-3763272,regulatory@catalent.pharma.solutions.com,DE170177993,X,,2018-08-09
0000000031,ZMRO,Endress+Hauser Sanitary Flowmeters,,ENDRESS+HA,33 Life Sciences Way,Bridgewater,08807,US,EN,+10-659-5274432,regulatory@endress+hauser.sanitary.f.com,13-2308885,X,,2023-04-07
0000000032,ZCRO,SGS Health Science Bioanalytical Te,Quality Control Testing Lab,SGSHEALTH,216 Silicon Docks,Oxford,OX4 4GA,GB,EN,+54-994-6084188,regulatory@sgs.health.science.bioana.com,GB171000195,X,,2016-01-25
0000000033,ZAPI,Divi's Laboratories Custom Synthesi,Quality Control Testing Lab,DIVISLAB,123 Discovery Boulevard,Lausanne,1015,CH,DE,+43-519-3831285,regulatory@divis.laboratories.custom.com,CHE-250.105.622,X,,2016-07-31
0000000034,ZPKG,Nemera Injectable Drug Delivery Dev,,NEMERAINJ,324 Novartis Campus Basel,Schaffhausen,8200,CH,DE,+48-846-1397353,regulatory@nemera.injectable.drug.de.com,CHE-460.417.261,X,,2017-07-03
0000000035,ZPKG,Datwyler Pharma Packaging Rubber Pl,,DATWYLERP,297 Life Sciences Way,Zurich,8005,CH,DE,+52-294-2701310,regulatory@datwyler.pharma.packaging.com,CHE-829.706.715,X,,2018-12-20
0000000036,ZEXC,DFE Pharma Inhalation Lactose,,DFEPHARMA,228 Grand Canal Square,Frankfurt,65926,DE,DE,+57-660-5956415,regulatory@dfe.pharma.inhalation.lac.com,DE140238507,X,,2018-10-08
0000000037,ZAPI,Hovione Pharmascience API Lisbon,,HOVIONEPH,15 Genome Valley Phase 2,Basel,4058,CH,DE,+40-585-6024833,regulatory@hovione.pharmascience.api.com,CHE-498.739.250,X,,2019-06-23
0000000038,ZMRO,Ecolab Life Sciences Cleanroom Disi,,ECOLABLIF,60 Silicon Docks,Schaffhausen,8200,CH,DE,+35-275-7084234,regulatory@ecolab.life.sciences.clea.com,CHE-532.220.243,X,,2020-04-22
0000000039,ZMRO,Pall Medical Biopharmaceutical Filt,,PALLMEDIC,180 Jeedimetla Industrial Estate,Schaffhausen,8200,CH,DE,+94-526-1265927,regulatory@pall.medical.biopharmaceu.com,CHE-845.959.781,X,,2019-11-08
0000000040,ZEXC,Meggle Pharma Excipients & Binders,,MEGGLEPHA,59 Science Park Road,Schaffhausen,8200,CH,DE,+30-150-1987380,regulatory@meggle.pharma.excipients..com,CHE-398.704.596,X,,2023-04-03
0000000041,ZEXC,Honeywell Research Chemicals & Solv,,HONEYWELL,291 Novartis Campus Basel,Mumbai,400072,IN,EN,+21-678-6083533,regulatory@honeywell.research.chemic.com,36AAACD7636D1Z3,X,,2018-07-29
0000000042,ZMRO,Merck Millipore BioMonitoring Testi,,MERCKMILL,315 Science Park Road,Cork,T12 A26F,IE,EN,+55-598-7577400,regulatory@merck.millipore.biomonito.com,IE3245343Q,X,,2018-06-12
0000000043,ZAPI,Hovione Pharmascience API Lisbon,,HOVIONEPH,342 Grand Canal Square,Ahmedabad,382213,IN,EN,+50-406-2548033,regulatory@hovione.pharmascience.api.com,36AAACD1356Q1Z7,X,,2020-06-18
0000000044,ZAPI,Bachem Peptide Synthesis Group,,BACHEMPEP,277 Bio-Campus Drive,Philadelphia,19104,US,EN,+3-602-9650147,regulatory@bachem.peptide.synthesis..com,87-3637413,X,,2022-05-27
0000000045,ZMRO,Sartorius Stedim Biotech Sterile Fi,Clinical Trial Packaging Hub,SARTORIUS,59 Kendall Square,Paris,75015,FR,FR,+32-993-8748248,regulatory@sartorius.stedim.biotech..com,FR15708772,X,,2019-05-10
0000000046,ZCLD,QuickSTAT Global Life Science Logis,Sterile Fill-Finish Unit,QUICKSTAT,166 Novartis Campus Basel,Durham,27709,US,EN,+27-473-3817958,regulatory@quickstat.global.life.sci.com,43-4420800,X,,2020-11-07
0000000047,ZCRO,Icon Clinical Research Global,,ICONCLINI,313 Jeedimetla Industrial Estate,Hyderabad,500032,IN,EN,+99-335-7401504,regulatory@icon.clinical.research.gl.com,36AAACD2171N1Z6,X,,2017-02-01
0000000048,ZAPI,Biocon Biologics Recombinant Insuli,,BIOCONBIO,159 Jeedimetla Industrial Estate,Geneva,1202,CH,DE,+86-925-5819613,regulatory@biocon.biologics.recombin.com,CHE-897.311.262,X,,2022-10-28
0000000049,ZCLD,Kuehne + Nagel PharmaChain Cold Sto,,KUEHNE+N,19 Route de Crassier,Hyderabad,500081,IN,EN,+54-116-6195394,regulatory@kuehne.+.nagel.pharmachai.com,36AAACD1265G1Z9,X,,2020-08-03
0000000050,ZAPI,Dishman Carbogen Amcis APIs,,DISHMANCA,217 Grand Canal Square,San Diego,92121,US,EN,+7-883-7320639,regulatory@dishman.carbogen.amcis.ap.com,80-1910845,X,,2022-01-19
0000000051,ZPKG,Constantia Flexibles Coldform Foils,Biologics Development Div,CONSTANTIA,305 Technology Square,Princeton,08540,US,EN,+99-890-6052688,regulatory@constantia.flexibles.cold.com,89-6080534,X,,2023-06-07
0000000052,ZEXC,Honeywell Research Chemicals & Solv,Biologics Development Div,HONEYWELL,264 Grand Canal Square,Zurich,8005,CH,DE,+14-727-1156975,regulatory@honeywell.research.chemic.com,CHE-179.741.786,X,,2022-08-15
0000000053,ZMRO,Ecolab Life Sciences Cleanroom Disi,,ECOLABLIF,143 Novartis Campus Basel,Hyderabad,500072,IN,EN,+29-892-4832443,regulatory@ecolab.life.sciences.clea.com,36AAACD2229X1Z2,X,,2023-02-22
0000000054,ZEXC,Thermo Fisher Scientific Fisher Che,,THERMOFIS,97 Grand Canal Square,Darmstadt,64293,DE,DE,+24-131-6900448,regulatory@thermo.fisher.scientific..com,DE974730380,X,,2017-04-07
0000000055,ZEXC,Gattefosse Lipid Excipients Europe,Biologics Development Div,GATTEFOSSE,303 Novartis Campus Basel,Mumbai,400072,IN,EN,+71-205-9467983,regulatory@gattefosse.lipid.excipien.com,36AAACD1771C1Z6,,,2020-06-22
0000000056,ZCRO,SGS Health Science Bioanalytical Te,,SGSHEALTH,127 Kendall Square,Schaffhausen,8200,CH,DE,+64-430-7070773,regulatory@sgs.health.science.bioana.com,CHE-633.367.161,,,2016-09-15
0000000057,ZAPI,Divi's Laboratories Custom Synthesi,,DIVISLAB,185 Innovation Parkway,Visakhapatnam,530017,IN,EN,+63-500-1923878,regulatory@divis.laboratories.custom.com,36AAACD6051T1Z1,,,2021-04-25
0000000058,ZAPI,Bachem Peptide Synthesis Group,,BACHEMPEP,346 Genome Valley Phase 1,London,WC1E 6BT,GB,EN,+55-364-5758234,regulatory@bachem.peptide.synthesis..com,GB208351690,,,2021-04-21
0000000059,ZMRO,Syntegon Pharma Technology Packagin,,SYNTEGONP,216 Technology Square,Hyderabad,500081,IN,EN,+93-928-6806311,regulatory@syntegon.pharma.technolog.com,36AAACD8062S1Z8,,,2020-08-29
0000000060,ZCRO,WuXi Biologics Contract Development,API Custom Synthesis Wing,WUXIBIOLO,65 Route de Crassier,Schaffhausen,8200,CH,DE,+94-621-6420664,regulatory@wuxi.biologics.contract.d.com,CHE-927.283.695,,X,2017-04-15
0000000061,ZEXC,Roquette Pharma Excipients & Polyol,,ROQUETTEP,332 Bio-Campus Drive,Ingelheim,55218,DE,DE,+97-683-5618169,regulatory@roquette.pharma.excipient.com,DE706722026,,X,2016-09-29
0000000062,ZMRO,Sartorius Stedim Biotech Sterile Fi,,SARTORIUS,157 Pharma City Industrial Zone,Hyderabad,500078,IN,EN,+78-151-1023834,regulatory@sartorius.stedim.biotech..com,36AAACD9595J1Z9,,X,2023-09-04
0000000063,ZAPI,Biocon Biologics Recombinant Insuli,,BIOCONBIO,286 HITEC City Bio Park,Schaffhausen,8200,CH,DE,+54-578-8408810,regulatory@biocon.biologics.recombin.com,CHE-395.181.685,,X,2022-01-07
0000000064,ZAPI,Divi's Laboratories Custom Synthesi,,DIVISLAB,343 Industriepark Höchst,Geneva,1202,CH,DE,+6-912-6398321,regulatory@divis.laboratories.custom.com,CHE-463.433.664,,X,2017-12-24
0000000065,ZCRO,Medpace Clinical Pharmacology Unit,,MEDPACECL,70 Route de Crassier,Bengaluru,560100,IN,EN,+79-385-8595256,regulatory@medpace.clinical.pharmaco.com,36AAACD4244W1Z1,,X,2020-10-28
0000000066,ZPKG,Schott Pharma Borosilicate Glass Vi,,SCHOTTPHA,147 Bio-Campus Drive,Geneva,1202,CH,DE,+42-842-1559779,regulatory@schott.pharma.borosilicat.com,CHE-468.233.855,,X,2024-01-06
0000000067,ZPKG,Bilcare Research Pharma Blister Fil,,BILCARERE,60 Industriepark Höchst,Visakhapatnam,530017,IN,EN,+87-490-7412228,regulatory@bilcare.research.pharma.b.com,36AAACD3022H1Z1,,X,2020-09-28
0000000068,ZCRO,WuXi Biologics Contract Development,,WUXIBIOLO,102 Discovery Boulevard,Visakhapatnam,530017,IN,EN,+67-515-6816812,regulatory@wuxi.biologics.contract.d.com,36AAACD8112R1Z5,,X,2021-07-19
0000000069,ZEXC,DFE Pharma Inhalation Lactose,,DFEPHARMA,313 Route de Crassier,Hyderabad,500078,IN,EN,+74-700-3878881,regulatory@dfe.pharma.inhalation.lac.com,36AAACD6867M1Z2,,X,2021-06-27
0000000070,ZAPI,Aarti Industries Specialty Intermed,Sterile Fill-Finish Unit,AARTIINDU,142 Biotechpark Freiburg,Schaffhausen,8200,CH,DE,+54-573-3218560,regulatory@aarti.industries.specialt.com,CHE-660.386.106,,X,2018-07-02
0000000071,ZPKG,Nipro PharmaPackaging Syringes,API Custom Synthesis Wing,NIPROPHAR,182 Pashamylaram Industrial Area,Basel,4058,CH,DE,+71-876-9867733,regulatory@nipro.pharmapackaging.syr.com,CHE-584.773.499,,X,2017-06-05
0000000072,ZMRO,Syntegon Pharma Technology Packagin,API Custom Synthesis Wing,SYNTEGONP,308 Industriepark Höchst,Darmstadt,64293,DE,DE,+9-986-1386456,regulatory@syntegon.pharma.technolog.com,DE620791733,,X,2020-03-13
0000000073,ZPKG,Nemera Injectable Drug Delivery Dev,,NEMERAINJ,273 Novartis Campus Basel,Basel,4058,CH,DE,+24-469-7096273,regulatory@nemera.injectable.drug.de.com,CHE-926.206.697,,X,2016-02-10
0000000074,ZEXC,Gattefosse Lipid Excipients Europe,,GATTEFOSSE,105 Life Sciences Way,Oxford,OX4 4GA,GB,EN,+76-951-7878151,regulatory@gattefosse.lipid.excipien.com,GB177443926,,X,2019-01-23
0000000075,ZCLD,QuickSTAT Global Life Science Logis,,QUICKSTAT,91 Life Sciences Way,Zurich,8005,CH,DE,+91-778-8652238,regulatory@quickstat.global.life.sci.com,CHE-349.499.306,,X,2022-05-18
0000000076,ZPKG,Constantia Flexibles Coldform Foils,Clinical Trial Packaging Hub,CONSTANTIA,3 Jeedimetla Industrial Estate,Basel,4058,CH,DE,+45-947-9812948,regulatory@constantia.flexibles.cold.com,CHE-974.198.529,,X,2019-03-03
0000000077,ZCRO,Covance Central Laboratory Services,,COVANCECE,78 Life Sciences Way,San Diego,92121,US,EN,+13-551-1064832,regulatory@covance.central.laborator.com,21-9545838,,X,2018-09-18
0000000078,ZCRO,Parexel International Clinical Serv,,PAREXELIN,83 Technology Square,Bengaluru,560100,IN,EN,+55-430-4153257,regulatory@parexel.international.cli.com,36AAACD5141G1Z3,,X,2022-11-24
0000000079,ZMRO,Ecolab Life Sciences Cleanroom Disi,,ECOLABLIF,180 Jeedimetla Industrial Estate,Darmstadt,64293,DE,DE,+64-409-2855698,regulatory@ecolab.life.sciences.clea.com,DE876548321,,X,2018-12-10
0000000080,ZEXC,Avantor Performance Materials J.T.B,,AVANTORPE,187 IDA Bollaram Road,Mumbai,400072,IN,EN,+22-908-2987328,regulatory@avantor.performance.mater.com,36AAACD5485M1Z1,,X,2018-08-14
0000000081,ZAPI,Hovione Pharmascience API Lisbon 81,,HOVIONEPH,161 Discovery Boulevard,Mumbai,400072,IN,EN,+79-403-3659281,regulatory@hovione.pharmascience.api.com,36AAACD5949Q1Z3,,X,2022-07-26
0000000082,ZPKG,Schott Pharma Borosilicate Glass Vi,API Custom Synthesis Wing,SCHOTTPHA,35 Silicon Docks,Hyderabad,500072,IN,EN,+23-146-5838417,regulatory@schott.pharma.borosilicat.com,36AAACD6221F1Z6,,X,2016-05-24
0000000083,ZPKG,Constantia Flexibles Coldform Foils,,CONSTANTIA,258 Silicon Docks,Bengaluru,560100,IN,EN,+81-967-1302068,regulatory@constantia.flexibles.cold.com,36AAACD8524R1Z5,,X,2019-04-11
0000000084,ZPKG,West Pharmaceutical Services Stoppe,Cold-Chain Depôt,WESTPHARM,235 Life Sciences Way,Boston,02210,US,EN,+16-709-1249754,regulatory@west.pharmaceutical.servi.com,62-8749112,,X,2019-07-26
0000000085,ZCRO,PPD Clinical Research Services 85,,PPDCLINIC,139 Discovery Boulevard,Zurich,8005,CH,DE,+75-127-4017988,regulatory@ppd.clinical.research.ser.com,CHE-112.501.658,,X,2017-05-28
0000000086,ZMRO,Sartorius Stedim Biotech Sterile Fi,API Custom Synthesis Wing,SARTORIUS,206 Science Park Road,Basel,4058,CH,DE,+10-281-9781231,regulatory@sartorius.stedim.biotech..com,CHE-743.719.612,,X,2020-01-01
0000000087,ZMRO,Merck Millipore BioMonitoring Testi,Clinical Trial Packaging Hub,MERCKMILL,312 Jeedimetla Industrial Estate,Hyderabad,500081,IN,EN,+89-461-2773984,regulatory@merck.millipore.biomonito.com,36AAACD7737O1Z3,,X,2021-07-25
0000000088,ZAPI,Bachem Peptide Synthesis Group 88,,BACHEMPEP,190 Innovation Parkway,Cambridge,02139,US,EN,+38-432-7759896,regulatory@bachem.peptide.synthesis..com,32-3677414,,X,2023-12-17
0000000089,ZPKG,Bormioli Pharma Amber Glass Bottles,Cold-Chain Depôt,BORMIOLIP,102 Biotechpark Freiburg,Geneva,1202,CH,DE,+8-114-7959715,regulatory@bormioli.pharma.amber.gla.com,CHE-107.635.259,,X,2017-03-05
0000000090,ZAPI,Polpharma API & Advanced Intermedia,,POLPHARMA,272 Discovery Boulevard,Hyderabad,500078,IN,EN,+10-593-8242965,regulatory@polpharma.api.and.advance.com,36AAACD1563E1Z1,,,2022-10-20
0000000091,ZPKG,Schott Pharma Borosilicate Glass Vi,Quality Control Testing Lab,SCHOTTPHA,16 Genome Valley Phase 1,Hyderabad,500081,IN,EN,+66-315-9941439,regulatory@schott.pharma.borosilicat.com,36AAACD1367O1Z2,,,2023-07-20
0000000092,ZEXC,Honeywell Research Chemicals & Solv,Cold-Chain Depôt,HONEYWELL,300 Technology Square,Basel,4058,CH,DE,+6-570-7561668,regulatory@honeywell.research.chemic.com,CHE-704.881.918,,,2019-12-15
0000000093,ZAPI,Lonza Biologics Custom Synthesis AG,,LONZABIOL,136 Pashamylaram Industrial Area,Galway,H91 W2TV,IE,EN,+17-677-1145666,regulatory@lonza.biologics.custom.sy.com,IE4128415L,,,2020-12-29
0000000094,ZCRO,Vetter Pharma Sterile Fill & Finish,,VETTERPHA,42 Genome Valley Phase 1,Visakhapatnam,530017,IN,EN,+9-501-2328281,regulatory@vetter.pharma.sterile.fil.com,36AAACD2230H1Z4,,,2021-05-27
0000000095,ZCLD,Marken Clinical Cold Chain Logistic,,MARKENCLI,326 Jeedimetla Industrial Estate,San Diego,92121,US,EN,+46-881-2166768,regulatory@marken.clinical.cold.chai.com,66-2203238,,,2023-03-03
0000000096,ZCRO,SGS Health Science Bioanalytical Te,,SGSHEALTH,267 Kendall Square,Ahmedabad,382213,IN,EN,+86-133-8278195,regulatory@sgs.health.science.bioana.com,36AAACD7733Y1Z2,,,2016-01-09
0000000097,ZAPI,Aarti Industries Specialty Intermed,,AARTIINDU,103 Life Sciences Way,Hyderabad,500072,IN,EN,+62-529-1056034,regulatory@aarti.industries.specialt.com,36AAACD1442S1Z4,,,2019-09-04
0000000098,ZEXC,Shin-Etsu Chemical Cellulose Excipi,,SHINETSU,340 Science Park Road,Geneva,1202,CH,DE,+48-546-8402922,regulatory@shin-etsu.chemical.cellul.com,CHE-231.441.374,,,2022-05-25
0000000099,ZCRO,Medpace Clinical Pharmacology Unit ,,MEDPACECL,270 Innovation Parkway,Schaffhausen,8200,CH,DE,+29-620-6583947,regulatory@medpace.clinical.pharmaco.com,CHE-658.705.143,,,2021-12-29
0000000100,ZPKG,Schott Pharma Borosilicate Glass Vi,,SCHOTTPHA,24 Pashamylaram Industrial Area,Hyderabad,500081,IN,EN,+19-568-6618165,regulatory@schott.pharma.borosilicat.com,36AAACD6864A1Z4,,,2022-11-10
0000000101,ZAPI,Divi's Laboratories Custom Synthesi,Quality Control Testing Lab,HIKALFINE,336 Kendall Square,Lausanne,1015,CH,DE,+89-190-6332922,regulatory@hikal.fine.chemicals.and..com,36AAACD1234F1Z8,,,2017-10-25
0000000102,ZCRO,Divis Labs API Unit - Pashamylaram,Clinical Trial Packaging Hub,CATALENTP,112 Technology Square,Lausanne,1015,CH,EN,+59-265-3065552,regulatory@catalent.pharma.solutions.com,36AAACD1234F1Z8,,,2018-10-28
0000000103,ZEXC,Lonza Biologics Custom Synthesis AG,,SHINETSU,257 Kendall Square,Zurich,8005,CH,DE,+46-788-2959874,regulatory@shin-etsu.chemical.cellul.com,CHE-105.824.918,,,2022-10-04
0000000104,ZPKG,Lonza AG Custom Manufacturing,,APTARPHAR,195 Innovation Parkway,Zurich,8005,CH,EN,+11-816-3624513,regulatory@aptar.pharma.metered.dose.com,CHE-105.824.918,,,2021-12-20
0000000105,ZCRO,Schott Pharma Borosilicate Vials,API Custom Synthesis Wing,IQVIACLIN,139 Novartis Campus Basel,Boston,02210,US,EN,+36-113-4096968,regulatory@iqvia.clinical.research.s.com,DE812948194,,,2016-12-19
0000000106,ZPKG,Schott Glass Packaging AG,,DATWYLERP,208 Life Sciences Way,Boston,02210,US,EN,+33-817-5281461,regulatory@datwyler.pharma.packaging.com,DE812948194,,,2021-12-22
0000000107,ZCRO,West Pharmaceutical Services,Cold-Chain Depôt,CATALENTP,82 Life Sciences Way,Bengaluru,560100,IN,EN,+68-929-1445474,regulatory@catalent.pharma.solutions.com,US22-1928471,,,2016-01-23
0000000108,ZPKG,West Pharma Packaging Solutions,,BORMIOLIP,280 Grand Canal Square,Bengaluru,560100,IN,DE,+91-734-5843451,regulatory@bormioli.pharma.amber.gla.com,US22-1928471,,,2022-03-25
0000000109,ZEXC,Hetero Drugs Bulk API Manufacturing,,FMCBIOPOL,268 Bio-Campus Drive,Bengaluru,560100,IN,EN,+73-527-7329079,regulatory@fmc.biopolymer.microcryst.com,36AAACH9876M1Z2,,,2018-08-14
0000000110,ZCLD,Hetero Labs Formulations Unit,,CRYOPORTS,55 Pashamylaram Industrial Area,Bengaluru,560100,IN,DE,+21-133-1638438,regulatory@cryoport.systems.liquid.n.com,36AAACH9876M1Z2,,,2021-05-19
0000000111,ZPKG,Merck KGaA MilliporeSigma Life Scie,,BORMIOLIP,96 Technology Square,Strasbourg,67000,FR,FR,+41-481-4547498,regulatory@bormioli.pharma.amber.gla.com,DE918274619,,,2019-11-26
0000000112,ZEXC,Millipore Sigma Pharma Chemicals,API Custom Synthesis Wing,FMCBIOPOL,138 Pharma City Industrial Zone,Strasbourg,67000,FR,EN,+82-686-5103288,regulatory@fmc.biopolymer.microcryst.com,DE918274619,,,2017-12-05
0000000113,ZAPI,Catalent Pharma Solutions,Sterile Fill-Finish Unit,HIKALFINE,191 Technology Square,Galway,H91 W2TV,IE,EN,+21-735-5957004,regulatory@hikal.fine.chemicals.and..com,US41-9872134,,,2020-12-04
0000000114,ZMRO,Catalent Softgel Services,,MERCKMILL,75 Biotechpark Freiburg,Galway,H91 W2TV,IE,EN,+97-187-3394256,regulatory@merck.millipore.biomonito.com,US41-9872134,,,2021-04-26
0000000115,ZCLD,Sartorius Stedim Biotech,Sterile Fill-Finish Unit,MARKENCLI,265 Kendall Square,Geneva,1202,CH,DE,+46-461-5574070,regulatory@marken.clinical.cold.chai.com,DE560027313,,,2020-01-12
0000000116,ZCLD,Sartorius Sterile Filters GmbH,,DHLLIFECO,128 Discovery Boulevard,Geneva,1202,CH,DE,+56-891-8956474,regulatory@dhl.lifeconex.validated.t.com,DE560027313,,,2020-07-05
0000000117,ZEXC,FMC BioPolymer Microcrystalline Cel,,FMCBIOPOL,134 HITEC City Bio Park,Zurich,8005,CH,DE,+16-129-3730513,regulatory@fmc.biopolymer.microcryst.com,CHE-774.233.955,,,2022-09-18
