LIFNR,BANKS,BANKL,BANKN,BKONT,KOINH,IBAN
0000000025,CH,,659326233171,01,Aarti Industries Specialty Intermed,CH3096832971609771493
0000000026,IN,,550094665866,01,Gerresheimer Primary Packaging Glas,IN385518482196795037
0000000027,IN,,340591963770,01,Steris Life Sciences GMP Decontamin,IN512943561112597339
0000000028,IN,,46988156275,01,Eurofins BioPharma Testing Laborato,IN695641199636038771
0000000029,CH,,844700634679,01,World Courier Biopharma Cold-Chain,CH3679595091142378272
0000000030,DE,,818141899487,01,Catalent Pharma Solutions Softgel &,DE61895499273222095907
0000000031,US,,367399456658,01,Endress+Hauser Sanitary Flowmeters,US751995349015258500
0000000032,GB,,532403967858,01,SGS Health Science Bioanalytical Te,GB55826327394924380047
0000000033,CH,,427473282620,01,Divi's Laboratories Custom Synthesi,CH6131084783913035636
0000000034,CH,,842587717384,01,Nemera Injectable Drug Delivery Dev,CH9174344592769050103
0000000035,CH,,433581480344,01,Datwyler Pharma Packaging Rubber Pl,CH0418409141179749770
0000000036,DE,62821325,118659447740,01,DFE Pharma Inhalation Lactose,DE00079724433806633330
0000000037,CH,50294367,510892694570,01,Hovione Pharmascience API Lisbon,CH3696382087390758137
0000000038,CH,17069508,978272429928,01,Ecolab Life Sciences Cleanroom Disi,CH2954461424041922891
0000000039,CH,66593519,70680318354,01,Pall Medical Biopharmaceutical Filt,CH9921253624438623790
0000000040,CH,19263147,959319025412,01,Meggle Pharma Excipients & Binders,CH1124709109931305986
0000000041,IN,83643370,942783816884,01,,IN670651158801580442
0000000042,IE,62331628,86132138379,01,,IE56607183955718570064
0000000043,IN,46093485,84502520502,01,,IN976710012588930483
0000000044,US,42610230,436796479387,01,,US774154152511221413
0000000045,FR,79006045,729414455203,01,,FR0947259316791546057517145
0000000046,US,28156176,329271420973,01,,US787425440456771704
0000000047,IN,30278691,61232300389,01,,IN901704510111311884
0000000048,CH,11786530,417084534737,01,,CH7203661906574501612
0000000049,IN,72248476,105874018115,01,,IN520383544796003570
0000000050,US,84437894,912490271797,01,,US459660387807996181
0000000051,US,96374094,811281406467,01,,US535714136472105718
0000000052,CH,70819406,938447239646,01,,CH7582208908498936995
0000000053,IN,43760797,718265811375,01,,IN318784907594416379
0000000054,DE,60257471,228955538367,01,,DE04230335661080209428
0000000055,IN,20406192,752922275117,01,,IN023250500731665858
0000000056,CH,93728092,392340957195,01,,CH8654766125689599128
0000000057,IN,33667238,43411451879,01,,IN445047215978398841
0000000058,GB,53530953,970114317529,01,,GB02071049625301342886
0000000059,IN,15037655,59096531496,01,,IN439025569233723312
0000000060,CH,91947853,106991513067,01,,CH7200240479288031112
0000000061,DE,71251192,336102384895,01,Roquette Pharma Excipients & Polyol,DE71419213591933517787
0000000062,IN,22909223,122133190409,01,Sartorius Stedim Biotech Sterile Fi,IN282745043217207921
0000000063,CH,38652412,342739620273,01,Biocon Biologics Recombinant Insuli,CH5831122850049994375
0000000064,CH,77354490,71798213030,01,Divi's Laboratories Custom Synthesi,CH1412151184395086627
0000000065,IN,51487575,200203508984,01,Medpace Clinical Pharmacology Unit,IN141215061284385673
0000000066,CH,17565723,967754047697,01,Schott Pharma Borosilicate Glass Vi,CH4029684198580459950
0000000067,IN,79489276,306136750622,01,Bilcare Research Pharma Blister Fil,IN858518554768690949
0000000068,IN,12727566,609725786850,01,WuXi Biologics Contract Development,IN254793638851521443
0000000069,IN,15673892,766748442155,01,DFE Pharma Inhalation Lactose,IN369311442374041386
0000000070,CH,83593085,938534180132,01,Aarti Industries Specialty Intermed,CH9534586675441455700
0000000071,CH,82512899,562517002055,01,Nipro PharmaPackaging Syringes,CH123
0000000072,DE,97110526,789022358410,01,Syntegon Pharma Technology Packagin,DE89MIDL40051512345678INVALID
0000000073,CH,79857528,901734550464,01,Nemera Injectable Drug Delivery Dev,in89hdfc000198765432
0000000074,GB,65960438,756512701185,01,Gattefosse Lipid Excipients Europe,9991icic000987654321
0000000075,CH,79606456,480167287406,01,QuickSTAT Global Life Science Logis,IE29
0000000076,CH,50948247,251251392259,01,Constantia Flexibles Coldform Foils,CH4366270342469804429
0000000077,US,99839444,143321917728,01,Covance Central Laboratory Services,US262858831516344317
0000000078,IN,49531919,667413778150,01,Parexel International Clinical Serv,IN786754608064754266
0000000079,DE,27480411,228346558942,01,Ecolab Life Sciences Cleanroom Disi,DE34321878616534760299
0000000080,IN,28319066,832011699386,01,Avantor Performance Materials J.T.B,IN694267041582787488
0000000081,US,74652224,311437789440,01,Hovione Pharmascience API Lisbon 81,IN161610782338111814
0000000082,US,53691032,635433465825,01,Schott Pharma Borosilicate Glass Vi,IN024774244179362645
0000000083,US,72677838,677965836128,01,Constantia Flexibles Coldform Foils,IN679527323448673561
0000000084,DE,84810710,549426253034,01,West Pharmaceutical Services Stoppe,US857096192321481247
0000000085,US,41203946,514794865375,01,PPD Clinical Research Services 85,CH8128871583829725215
0000000086,US,23611261,46561032055,01,Sartorius Stedim Biotech Sterile Fi,CH2404159088824257697
0000000087,US,30136557,493495179264,01,Merck Millipore BioMonitoring Testi,IN404580708906645494
0000000088,DE,10919011,921319541676,01,Bachem Peptide Synthesis Group 88,US056293684119555741
0000000089,US,38414954,10684839167,01,Bormioli Pharma Amber Glass Bottles,CH8004032439413604302
0000000090,US,15232787,187497876155,01,Polpharma API & Advanced Intermedia,IN816540497661534374
0000000091,US,87464504,692354627438,01,Schott Pharma Borosilicate Glass Vi,IN649921698031605003
0000000092,US,28019281,329470861994,01,Honeywell Research Chemicals & Solv,CH3151159812337656282
0000000093,US,25570397,951400033812,01,Lonza Biologics Custom Synthesis AG,IE06817216968667564264
0000000094,US,39944861,633218278971,01,Vetter Pharma Sterile Fill & Finish,IN184431700754540767
0000000095,DE,63517156,460015013539,01,Marken Clinical Cold Chain Logistic,US188034548675308168
0000000096,IN,53342989,463867610908,01,SGS Health Science Bioanalytical Te,IN770754734659819466
0000000097,IN,20664377,235203706950,01,Aarti Industries Specialty Intermed,IN593160657654370997
0000000098,CH,97175950,297908880729,01,Shin-Etsu Chemical Cellulose Excipi,CH2139778034078358447
0000000099,CH,91344586,266646507405,01,Medpace Clinical Pharmacology Unit ,CH3256610597035231522
0000000100,IN,59941941,58310916195,01,Schott Pharma Borosilicate Glass Vi,IN441572029625790223
0000000101,CH,HDFC0001,19876543210,01,Divi's Laboratories Custom Synthesi,IN89HDFC00019876543210
0000000102,CH,HDFC0001,19876543210,01,Divis Labs API Unit - Pashamylaram,IN89HDFC00019876543210
0000000103,CH,00245,000123456789,01,Lonza Biologics Custom Synthesis AG,CH9300245000123456789
0000000104,CH,00245,000123456789,01,Lonza AG Custom Manufacturing,CH9300245000123456789
0000000105,US,50010517,5407324931,01,Schott Pharma Borosilicate Vials,DE44500105175407324931
0000000106,US,50010517,5407324931,01,Schott Glass Packaging AG,DE44500105175407324931
0000000107,IN,12000000,1234567890,01,West Pharmaceutical Services,US120000001234567890
0000000108,IN,12000000,1234567890,01,West Pharma Packaging Solutions,US120000001234567890
0000000109,IN,SBI0004,45678901234,01,Hetero Drugs Bulk API Manufacturing,IN91SBI00045678901234
0000000110,IN,SBI0004,45678901234,01,Hetero Labs Formulations Unit,IN91SBI00045678901234
0000000111,FR,51537160,399898330041,01,Merck KGaA MilliporeSigma Life Scie,FR5875078920462146237177354
0000000112,FR,90651980,563433585976,01,Millipore Sigma Pharma Chemicals,FR8555193085883100314510798
0000000113,IE,12824850,355919084541,01,Catalent Pharma Solutions,IE02912191817023587753
0000000114,IE,10877892,37791073717,01,Catalent Softgel Services,IE27287182705706915128
0000000115,CH,85678888,80631701944,01,Sartorius Stedim Biotech,CH7329517395925562563
0000000116,CH,87998409,606434005177,01,Sartorius Sterile Filters GmbH,CH1288863597051823868
0000000117,CH,75444964,53317008781,01,FMC BioPolymer Microcrystalline Cel,CH9493308075688488497
0000000118,DE,65701457,633762900309,01,WuXi Biologics Contract Development,DE54667636160191739399
0000000119,IN,46862938,884229086804,01,PPD Clinical Research Services 119,IN550323234174173477
0000000120,IT,55407788,899824087748,01,Stevanato Group Ompi Sterile Vials,IT0296985217351034920928185
0000000121,IT,38902069,953706378951,01,Stevanato Group Ompi Vials,IT1368706944301396033533562
0000000122,DE,17321731,973748707672,01,Vetter Pharma Sterile Fill & Finish,DE77501696245195633340
0000000123,DE,97736016,970946810686,01,Vetter Pharma Fertigung GmbH,DE90186067162990519358
0000000124,US,53499576,32025890305,01,World Courier Biopharma Cold-Chain,US833801562496055178
0000000125,US,13692305,838277861749,01,World Courier Life Science Logistic,US709328712773708250
0000000126,IN,95225989,543194066066,01,Granules India Active Pharmaceutica,IN699414782963085245
0000000127,IN,56618164,891318064387,01,Granules India API Division,IN071503777830803652
0000000128,CH,95305208,270060180421,01,Bachem Peptide Synthesis Group,CH9406281285818908238
0000000129,CH,11869875,446583218128,01,Bachem AG Peptide Synthesis,CH6982362659304961250
0000000130,DE,28856241,461404310097,01,Gerresheimer Primary Packaging Glas,DE03096279388591210572
0000000131,DE,21225750,42705122124,01,Gerresheimer Boleslawiec Glass,DE61318340420190661058
0000000132,US,91427297,812541024953,01,IQVIA Clinical Research Solutions,US953301799975836083
0000000133,US,34361332,917785727683,01,IQVIA Biotech Clinical Trials,US107919985562632388
0000000134,IN,84596642,5064073312,01,Aurobindo Pharma Bulk Chemicals,IN414950442355391901
0000000135,IN,81922994,262039669901,01,Aurobindo Pharma Active Materials,IN180969518970225145
0000000136,DE,69958170,81187620182,01,Constantia Flexibles Coldform Foils,DE07447594898124800421
0000000137,FR,77186491,586214072775,01,Thermo Fisher Scientific Fisher Che,FR0308315615380625215551413
0000000138,CH,80992240,915166403901,01,Cryoport Systems Liquid Nitrogen Co,CH4837533745066412013
0000000139,CH,34744319,421926586545,01,Klöckner Pentaplast Pharma Blister ,CH5482448914699993583
0000000140,DE,79576003,787833967800,01,Aptar Pharma Metered Dose Inhalers ,DE77461862329850427257
0000000141,DE,19031086,816203540163,01,Dishman Carbogen Amcis APIs 141,DE71876420609063229410
0000000142,US,28164307,278184198529,01,Honeywell Research Chemicals & Solv,US321939330745395256
0000000143,IN,19133850,62044054745,01,FMC BioPolymer Microcrystalline Cel,IN762637300427027173
0000000144,IN,78115859,546158466424,01,Shin-Etsu Chemical Cellulose Excipi,IN618853673762853607
0000000145,IN,55866802,546493298368,01,Hikal Fine Chemicals & Intermediate,IN836706833711713154
0000000146,IN,68111569,588652158176,01,Klöckner Pentaplast Pharma Blister ,IN880653243509829270
0000000147,GB,41519691,14898536309,01,Wuxi AppTec Laboratory Testing Divi,GB29998125684897175840
0000000148,US,51248899,234765180356,01,Charles River Laboratories Preclini,US636805647105932631
0000000149,US,17180746,269112895169,01,Stevanato Group Ompi Sterile Vials ,US625688132777953942
0000000150,CH,76831684,851919229575,01,Vetter Pharma Sterile Fill & Finish,CH3690771105911455923
0000000151,IN,48055125,150396154760,01,FMC BioPolymer Microcrystalline Cel,IN577460658430437015
0000000152,DE,82594255,67998777309,01,Granules India Active Pharmaceutica,DE57699469154398727341
0000000153,IN,74474280,954617774478,01,Kuehne + Nagel PharmaChain Cold Sto,IN314744944363110890
0000000154,CH,37120039,752101382474,01,Avantor Performance Materials J.T.B,CH2614084400590142306
0000000155,IE,46810489,210616035631,01,SGD Pharma Type I Molded Vials 155,IE83626133031283962856
0000000156,US,93323543,743967281403,01,Thermo Fisher Scientific Fisher Che,US354953290625893964
0000000157,US,33160388,515005545029,01,Croda Pharma High Purity Lipids 157,US313061414534641164
0000000158,IN,85004273,632860906299,01,Covance Central Laboratory Services,IN528460373495968685
0000000159,CH,60060037,107067222075,01,Nipro PharmaPackaging Syringes 159,CH2831262808571438266
0000000160,IN,24374261,876259141937,01,Pall Medical Biopharmaceutical Filt,IN055897549212695170
0000000161,US,55671422,763102507040,01,Amcor Flexibles Healthcare Packagin,US485116587657819050
0000000162,US,13652979,429110535337,01,Nipro PharmaPackaging Syringes 162,US010995202926364872
0000000163,DE,35922363,156297704885,01,Hovione Pharmascience API Lisbon 16,DE65968199129338048500
0000000164,IN,52112113,115096922528,01,Shin-Etsu Chemical Cellulose Excipi,IN215957355452524995
0000000165,CH,24419091,444691332102,01,Kuehne + Nagel PharmaChain Cold Sto,CH1508278861872109530
0000000166,US,22043208,851674694092,01,Hikal Fine Chemicals & Intermediate,US477180495079203012
0000000167,CH,44856501,217642956852,01,QuickSTAT Global Life Science Logis,CH5950958213446405139
0000000168,IN,15402171,404787548651,01,Wuxi AppTec Laboratory Testing Divi,IN538545128028512829
0000000169,US,77560152,694163328125,01,Covance Central Laboratory Services,US076943403142018379
0000000170,IN,58251627,618429234547,01,Envirotainer Temperature Controlled,IN341018986234834586
0000000171,IN,59124585,33976319439,01,Sartorius Stedim Biotech Sterile Fi,IN456223711916941317
0000000172,US,95381627,925881243683,01,Dishman Carbogen Amcis APIs 172,US774087556018819440
0000000173,CH,40585335,723855119229,01,WuXi Biologics Contract Development,CH9007660668008338762
0000000174,CH,93563873,336015185237,01,Spirax Sarco Pure Steam Generators ,CH2291813031447834063
0000000175,DE,90728258,970299197397,01,Granules India Active Pharmaceutica,DE71250611831118692796
0000000176,US,68330948,84992960438,01,Siegfried Active Pharmaceutical Ing,US909588319771287767
0000000177,CH,94757607,983027876080,01,Klöckner Pentaplast Pharma Blister ,CH9039391956060615197
0000000178,US,57942234,158231452668,01,WuXi Biologics Contract Development,US576482030849770442
0000000179,US,91345661,121310432475,01,Marken Clinical Cold Chain Logistic,US072676196155699662
0000000180,IT,47796377,398362176449,01,Aptar Pharma Metered Dose Inhalers ,IT8032482349601085471889231
0000000181,DE,35083783,244898965360,01,BASF Pharma Solutions Excipients 18,DE99164515942273408211
0000000182,US,25788396,594160447432,01,Wuxi AppTec Laboratory Testing Divi,US975378817679875701
0000000183,IN,29446544,557232135597,01,Endress+Hauser Sanitary Flowmeters ,IN419267806338577015
0000000184,IN,53968586,864116148327,01,Divi's Laboratories Custom Synthesi,IN553014391491942249
0000000185,IN,55029517,859752473397,01,Siegfried Active Pharmaceutical Ing,IN388877891256120135
0000000186,IN,58730768,286231417335,01,FMC BioPolymer Microcrystalline Cel,IN105183966491285531
0000000187,CH,28129313,99039717861,01,BASF Pharma Solutions Excipients 18,CH3391862241078747092
0000000188,US,77842853,940290511726,01,Amcor Flexibles Healthcare Packagin,US261514948765828152
0000000189,CH,13250153,588562404720,01,Marken Clinical Cold Chain Logistic,CH7357681022280800053
0000000190,IE,94905224,369755842296,01,Gerresheimer Primary Packaging Glas,IE73802135343893233882
0000000191,IN,32960261,649295861860,01,Schott Pharma Borosilicate Glass Vi,IN020420011188775468
0000000192,CH,25042881,515465311381,01,Granules India Active Pharmaceutica,CH4138527777964655763
0000000193,US,14348712,148358782869,01,BWT Pharma Pure Water & WFI Systems,US950977388676096527
0000000194,IE,33832620,879949113789,01,BWT Pharma Pure Water & WFI Systems,IE95873528659217385209
0000000195,CH,71552996,766738530314,01,Colorcon Film Coating & Formulation,CH0426080850962143251
0000000196,IN,97454467,944273732544,01,Spirax Sarco Pure Steam Generators ,IN775806892352717425
0000000197,US,23832249,724806480377,01,West Pharmaceutical Services Stoppe,US581220115322104827
0000000198,US,22561934,422268752314,01,Roquette Pharma Excipients & Polyol,US897209520025411348
0000000199,DE,22268032,621464555613,01,Honeywell Research Chemicals & Solv,DE39696673687242657753
0000000200,US,13214290,227016021047,01,Syneos Health Clinical Development ,US158543133358648966
0000000201,CH,89026973,329104646315,01,Endress+Hauser Sanitary Flowmeters ,CH6827746018488402202
0000000202,IN,12618664,106163482962,01,IQVIA Clinical Research Solutions 2,IN656638029063156852
0000000203,IN,51114451,748819582500,01,Parexel International Clinical Serv,IN935117795503373062
0000000204,US,37524703,487109101041,01,Gerresheimer Primary Packaging Glas,US413591524799812391
0000000205,CH,55821695,772581826738,01,Nipro PharmaPackaging Syringes 205,CH4474082624440654050
0000000206,IN,24600854,800477545352,01,West Pharmaceutical Services Stoppe,IN703209637953590980
0000000207,US,67419073,49391247187,01,Roquette Pharma Excipients & Polyol,US495497497862954594
0000000208,IE,14862229,772814071945,01,Ashland Specialty Pharma Polymers 2,IE36819635698508609190
0000000209,IN,46772222,830422949750,01,Catalent Pharma Solutions Softgel &,IN608632565412245598
0000000210,US,10251496,781363496622,01,Wuxi AppTec Laboratory Testing Divi,US225882455904998308
0000000211,IN,69816534,925886161139,01,Cambrex Fine Chemicals & Custom API,IN492043821560446537
0000000212,IN,28919177,273498986149,01,Gerresheimer Primary Packaging Glas,IN527524618004062265
0000000213,IN,60415830,823509420736,01,Klöckner Pentaplast Pharma Blister ,IN472050695834006814
0000000214,IN,46117658,594077075280,01,Constantia Flexibles Coldform Foils,IN202215434285054367
0000000215,DE,32667103,485569658469,01,Gerresheimer Primary Packaging Glas,DE86662379803563072003
0000000216,US,78894418,559202804728,01,Medpace Clinical Pharmacology Unit ,US811295185095763445
0000000217,US,59752613,336688117700,01,Icon Clinical Research Global 217,US477823256417509463
0000000218,IN,52649791,195238622665,01,Neuland Laboratories Custom APIs 21,IN039148229471430345
0000000219,IN,96488046,518372476640,01,Constantia Flexibles Coldform Foils,IN051040331361523153
0000000220,IT,72676409,407681219711,01,DFE Pharma Inhalation Lactose 220,IT4365040708407982419620075
0000000221,US,49339288,19886729248,01,WuXi Biologics Contract Development,US279283213517680156
0000000222,US,37814623,246243032729,01,SGD Pharma Type I Molded Vials 222,US290078870930087506
0000000223,US,50035081,618067649175,01,Neuland Laboratories Custom APIs 22,US250124147048405346
0000000224,GB,91051664,831580564976,01,PPD Clinical Research Services 224,GB24264386009999259571
0000000225,US,56524546,156760522936,01,,US422167949813843361
0000000226,US,68807062,137237974430,01,,US356815537708791101
0000000227,IN,25277248,309209396143,01,,IN959614340041322124
0000000228,IN,16251876,773527056919,01,,IN574430294572489946
0000000229,CH,58415313,134187192587,01,,CH2550332316405378092
0000000230,CH,29761655,326522717912,01,,CH7186930357776887283
0000000231,CH,12283235,193057226717,01,,CH9570611661537670339
0000000232,IE,48313946,883734081413,01,,IE23901477076412870148
0000000233,IN,78200023,781345305789,01,,IN165904994217109438
0000000234,CH,59294865,657809403152,01,,CH4281086732969835663
0000000235,CH,21200249,549274406684,01,Bilcare Research Pharma Blister Fil,CH3043839530365082823
0000000236,FR,56231646,332317039101,01,Constantia Flexibles Coldform Foils,FR5563590472067960553006205
0000000237,FR,58491252,490098265887,01,Evonik Health Care Biomaterials 237,FR2687331769035951800863257
0000000238,CH,65626174,687724177684,01,Gattefosse Lipid Excipients Europe ,CH8315635125327579304
0000000239,DE,79033486,371536566048,01,Lonza Biologics Custom Synthesis AG,DE72017442329808855431
0000000240,CH,67058592,354468191289,01,Hovione Pharmascience API Lisbon 24,CH5236531036739779891
0000000241,CH,24943809,370647101399,01,Cambrex Fine Chemicals & Custom API,CH2361056267539722180
0000000242,CH,10601388,548948262949,01,BWT Pharma Pure Water & WFI Systems,CH2173137596760254665
0000000243,CH,32019136,753940648208,01,Syneos Health Clinical Development ,CH2985232045794265261
0000000244,CH,23936221,831984946582,01,IQVIA Clinical Research Solutions 2,CH1776697169642894159
0000000245,CH,33466136,965739175459,01,DHL LifeConEx Validated Temperature,CH5208513794146777562
0000000246,CH,22339094,92951751034,01,Pall Medical Biopharmaceutical Filt,CH5586214670043548896
0000000247,CH,29048859,557657304449,01,Hetero Drugs Bulk API Manufacturing,CH9275543179302696035
0000000248,CH,85310798,252058871477,01,Dishman Carbogen Amcis APIs 248,CH2316032700820761244
0000000249,CH,57474759,295968977007,01,Spirax Sarco Pure Steam Generators ,CH5992371645323385848
0000000250,IE,82032691,129429291045,01,Sartorius Stedim Biotech Sterile Fi,IE26587303268151121571
0000000251,IN,27826568,384054037255,01,DHL LifeConEx Validated Temperature,IN244511208707769567
0000000252,CH,77302561,607530998683,01,Steris Life Sciences GMP Decontamin,CH9068945008913923130
0000000253,DE,52595027,623949976193,01,Croda Pharma High Purity Lipids 253,DE57881699019540025794
0000000254,DE,11920255,486498835074,01,Kuehne + Nagel PharmaChain Cold Sto,DE19889599545847077667
0000000255,IN,97142336,725935273706,01,Sartorius Stedim Biotech Sterile Fi,IN374715923765922903
0000000256,IN,58359894,586736313560,01,Lonza Biologics Custom Synthesis AG,IN226469468777632559
0000000257,IN,59167989,83718596675,01,Gerresheimer Primary Packaging Glas,IN804546779984216331
0000000258,DE,22637579,871063706453,01,Amcor Flexibles Healthcare Packagin,DE04437395081404564233
0000000259,US,39163798,503832355111,01,Gattefosse Lipid Excipients Europe ,US880768272863419081
0000000260,IN,69941540,785586693092,01,Ashland Specialty Pharma Polymers 2,IN718268018646270813
0000000261,IN,88763021,954679933583,01,Roquette Pharma Excipients & Polyol,IN838822322854867270
0000000262,IN,90279128,388877527950,01,Ceva Biopharma Dedicated Logistics ,IN604128408938097290
0000000263,IN,73790959,306423195571,01,Kuehne + Nagel PharmaChain Cold Sto,IN389968195347061286
0000000264,CH,95251457,233087877846,01,Spirax Sarco Pure Steam Generators ,CH9041612444011252665
0000000265,US,92171717,19326208235,01,Parexel International Clinical Serv,US849095308920707467
0000000266,IN,24574192,151689777424,01,Steris Life Sciences GMP Decontamin,IN343494734590474231
0000000267,US,31712716,208522836595,01,Polpharma API & Advanced Intermedia,US595652237389389929
0000000268,US,96533371,707737105082,01,BWT Pharma Pure Water & WFI Systems,US049131655893941415
0000000269,US,49420619,89448058139,01,Pall Medical Biopharmaceutical Filt,US433358722320333908
0000000270,US,89492993,733074209767,01,Nipro PharmaPackaging Syringes 270,US016055554733635898
0000000271,IN,46846164,700368004838,01,Schott Pharma Borosilicate Glass Vi,IN221072393969529102
0000000272,IN,91056926,120734301145,01,Covance Central Laboratory Services,IN104122961106382271
0000000273,CH,20026341,486397470864,01,Shin-Etsu Chemical Cellulose Excipi,CH5329988631523792633
0000000274,IN,40389593,959676465553,01,Colorcon Film Coating & Formulation,IN561782307158808185
0000000275,IN,58075883,970044747234,01,Catalent Pharma Solutions Softgel &,IN314710100926236706
0000000276,US,21661626,775630793323,01,BWT Pharma Pure Water & WFI Systems,US809747948318494855
0000000277,IN,37359424,552422632382,01,Sartorius Stedim Biotech Sterile Fi,IN109458413337924121
0000000278,CH,94128656,26357075966,01,Klöckner Pentaplast Pharma Blister ,CH2341089238744200456
0000000279,US,42934887,576936301054,01,Getinge Sterile Processing Equipmen,US830202578558524092
0000000280,CH,72167829,232263167419,01,Marken Clinical Cold Chain Logistic,CH0732894465598827930
0000000281,IE,69158712,935381784491,01,Envirotainer Temperature Controlled,IE72212581525048862286
0000000282,IN,42106170,832883924803,01,IQVIA Clinical Research Solutions 2,IN530278190268180825
0000000283,IN,43724019,704546766755,01,QuickSTAT Global Life Science Logis,IN407179139078103006
0000000284,US,46381175,337469160456,01,West Pharmaceutical Services Stoppe,US283244809220722161
0000000285,IE,59431257,483029948870,01,Granules India Active Pharmaceutica,IE89451731967736439092
0000000286,US,66782234,271502435548,01,Evonik Health Care Biomaterials 286,US179173036541104278
0000000287,US,58233749,29660583731,01,PPD Clinical Research Services 287,US689259516780581720
0000000288,IN,68691166,505745185741,01,Amcor Flexibles Healthcare Packagin,IN760603347578694583
0000000289,GB,22342638,149930055443,01,Ceva Biopharma Dedicated Logistics ,GB88341602362676616481
0000000290,DE,18639100,103252413080,01,Dishman Carbogen Amcis APIs 290,DE75656232652284495360
0000000291,IN,68769847,545626013156,01,Nipro PharmaPackaging Syringes 291,IN747795398928255922
0000000292,IN,88481798,371332343338,01,Amcor Flexibles Healthcare Packagin,IN523530970490395522
0000000293,US,54863162,353453631051,01,Wuxi AppTec Laboratory Testing Divi,US012788743469227987
0000000294,CH,59919456,152651487824,01,Polpharma API & Advanced Intermedia,CH7575981322237146487
0000000295,IN,83838859,383836348873,01,Schott Pharma Borosilicate Glass Vi,IN010729014685043704
0000000296,IN,32562044,946682492315,01,QuickSTAT Global Life Science Logis,IN410500269959482271
0000000297,IE,84012792,769751614948,01,Icon Clinical Research Global 297,IE38972102877600295163
0000000298,CH,76337666,400130378613,01,Nemera Injectable Drug Delivery Dev,CH0313603733478292569
0000000299,US,31628927,387884382172,01,Covance Central Laboratory Services,US046410117479638972
0000000300,IN,46942421,335060017480,01,BASF Pharma Solutions Excipients 30,IN599940834117859681
0000000301,DE,45126983,920338821298,01,Gattefosse Lipid Excipients Europe ,DE62385754360512250818
0000000302,DE,31190187,962131760243,01,Wuxi AppTec Laboratory Testing Divi,DE26324495007360019470
0000000303,US,42668255,622515453338,01,Shin-Etsu Chemical Cellulose Excipi,US993360838939707015
0000000304,GB,65294185,92857767685,01,Klöckner Pentaplast Pharma Blister ,GB16379611594038499675
0000000305,CH,70504605,98558556713,01,Thermo Fisher Scientific Fisher Che,CH5317616387979122819
0000000306,CH,17160713,848941688050,01,Catalent Pharma Solutions Softgel &,CH2386422077025739927
0000000307,CH,92775005,919731423698,01,Syneos Health Clinical Development ,CH9460236159703469160
0000000308,CH,96772078,245408279869,01,Stevanato Group Ompi Sterile Vials ,CH8466284515808325167
0000000309,CH,25825461,783698093264,01,Granules India Active Pharmaceutica,CH2588298151989957188
0000000310,CH,99958742,65327277628,01,BASF Pharma Solutions Excipients 31,CH0575659892404509257
0000000311,CH,43344703,657124855513,01,Nipro PharmaPackaging Syringes 311,CH8141804602970485589
0000000312,US,51037031,750848937503,01,Ashland Specialty Pharma Polymers 3,US246290615857297223
0000000313,IE,86008261,437070885853,01,Kuehne + Nagel PharmaChain Cold Sto,IE41271245641206466397
0000000314,IN,23932637,732753937468,01,Getinge Sterile Processing Equipmen,IN415310083007041721
